Index,Review,Manual Presence Label
16283,Great atmosphere. If you sit at the bar definitely ask for Jesse. Service was fantastic and food was perfect.,Visited
16284,"Very nice place to go, exept for rainy days becuase it will make all the slides and rest of playground equipment. Has a boardwalk that goes along river and you can fish, at certain parts of year though. Can be a place where teens go and play, so... if it is, id consider going to a different park. Well, have a good day!👋",Rumor
16285,"This has been our all-time favorite dealership since we moved to AK over 40 years ago. My husband, our grown children, and I have purchased perhaps 15-20 new vehicles there, as well as a few used ones. Their dealership and service are unexcelled. The vehicles' prices are fair, they offer military benefits, and their showroom is spotless. There is also a small, comfortable waiting room for those of us who usually wait while our vehicle is being serviced, and snacks and good coffee are provided. There is a free shuttle service for those who need to head off to work or other appointments. The service workers are world-class! I expect my Jeep to outlast me, but if God forbid it needs to be replaced, Anchorage Chrysler DJR will definitely be the first place I go!",Visited
16286,Charming restaurant with delicious French inspired plates,Rumor
16287,Good grocery store. Fair prices,Rumor
16288,Bathroom needed more attention to detail,Rumor
16289,"Gluten free options out of this world, savory and sweet. Great!",Rumor
16290,Legit,Rumor
16291,It is a seedy hotel.not good not bad. It beats sleeping in a tent or car,Rumor
16292,Great selection of dog and cat food,Visited
16293,I’m giving this a 5 star ⭐️ review because not only was the food 🥘 properly cooked and delicious! But the people working made me feel right home. Definitely my new breakfast spot in town!,Visited
16294,Great donut shop.  Best in town in my opinion.,Rumor
16295,They will price match with Amazon. Not too bad.,Rumor
16296,Clean..welll kept rooms and grounds.,Rumor
16297,it is ok,Rumor
16298,Gr8 customer service,Visited
16299,"Clean, many trees and convenient to the Mercantile, bus stop, etc.",Rumor
16300,Average Safeway,Rumor
16301,Always a pretty cool experience to catch dinner and a movie!,Visited
16302,"Great server, great food",Visited
16303,AWESOME!!!! GREAT FOOD AND THE BEST BEERS IN AK.....,Visited
16304,"Val is a nice and intelligent lady, you won't be disappointed :)",Rumor
16305,"The ""tomato basil soup"" was really some chef boyardee ravioli nonsense, texture was more paste than soup. Totally not what we had in mind when ordering. The chicken salad pretzel sandwich was terrible. Had mayo smeared across the top (for ""presentation,"" maybe?) so you couldn't pick it up without getting your hands all goopy. The chicken salad inside was just chunks of flavorless chicken mixed with tons more mayo. Not good at all. Our beers tasted a bit off, like the tap lines were skunked.

The kids' menu burger was actually pretty good though (much larger than most), as was the pretzel beef & cheddar sandwich. Service was great. But overall, it was just Sysco pre-fab stuff, nothing special. Recommend skipping it.",Visited
16306,"Ok, so the bus tour to the Arctic ocean at $60 a head raises eyebrows, but considering you have already committed to driving 1000 miles on gravel if you drove from Fairbanks, or have purchased a plan ticket to get here, just pay the price (make sure you make advanced reservations!). Walking on the frozen Arctic Ocean in June was something we will never forget.",Rumor
16307,Everyone's always so nice when we go in. Thankfully no one has gotten upset when we make a mess and just help us clean up by bringing us towels or extra napkins!,Rumor
16308,I love this store it allows people on limited incomes to have nice clothes and things they might never have the sales on holidays are awesome for labor day 50% of clothes and some house wears. Most of the time the clothes selection is great and I get work clothes cheap. If your on a budget this is your place,Rumor
16309,"Great place to stay, with food and drinks all located within walking distance of hotel.",Visited
16310,"Sometimes good food, sometimes good service!",Visited
16311,This is an awesome tobacco shop has  novelty gifts fun stuff I've been getting my American smokeless tobacco there for a good price.,Rumor
16312,I had a great experience at evergreen! John made me feel like we had known each other for ever! Thanks again John! 😊,Visited
16313,Friendly staff at Ted Stevens Anchorage Airport location!,Rumor
16314,"Clean facility, helpful staff, friendly ""motivators"", challenging classes - overall a good place to go for a 45 minute sweat.",Rumor
16315,Coconut shrimp was great,Rumor
16316,Awesome place awesome service and good quality products,Visited
16317,Fantastic,Rumor
16318,"Great place to eat, live bands, pool room, and outside dining areas",Rumor
16319,Tanning and hair stylist! Been foing my high lights for 15 years.,Rumor
16320,fast service,Visited
16321,Beautiful place with amazing views of Wasilla,Rumor
16322,Expensive but the food was good,Visited
16323,Clean and friendly place to get all your laundry done at once.,Rumor
16324,I always bring visiting friends and family here. Go on the little tour bus if you can.,Rumor
16325,definitely one of the best mexican restaurants in town. it's not on the menaul but order the colorado chimichanga.  they really need to put this on the menu full time if you ask me!,Rumor
16326,Food is consistently tasty & service is good.,Visited
16327,"This butcher shop is our go-to, along with their Southside Anchorage store Butcher Block #9.

On this occasion we splurged and got the dry-aged Alaskan grown t-bones. I've never said this before but the smell of the meat raw, pre-seaoned, fresh from the butcher shop smelled good, like the magic that happens with a good wine pairing. Cooked on the Traeger they were pheNomEnal!

Just one outstanding example of the product Mat-Valley Meats makes for us - thank you MVM!",Rumor
16328,"(Translated by Google) Pyo

(Original)
Pyo",Rumor
16329,I have been with them since the day they opened and they have always been very accommodating for me. The doctors are all good and take the time to actually listen.,Rumor
16330,"Update: Alaska Bully Rescue and The Hound Lounge have since parted ways. I am still in contact with ABR, but not The Hound Lounge. My interactions with The Hound Lounge have not been great.  I asked about fostering one of their pups and they didn't respond and then deleted my post. There was no reason for this behavior. Still recommend ABR though.

I rescued my puppy from Alaska Bully Rescue and they use The Hound Lounge. All of the employees are helpful, especially Lisa. The dogs seem well cared for and the place is clean. I recommend for rescue as well as doggie daycare.",Rumor
16331,"As always did not have what I needed. Went to buy another attachment for my Craftsman shop vac and it was not available. Calling nothing on their Shelf. Last time I order something through the 800 number, which was a big bore kit for my Craftsman lawn mower, I put it all together and then at the end the pipe would not attach to the shoot on a tractor. I called LOVE MEI number numerous times to get the right part to finish putting together, and they told me I had to return the whole thing. I returned the bag of Kit, and insoles my Craftsman lawn mower. Will never buy any more Craftsman or Sears products again",Rumor
16332,Fun park for the kids,Rumor
16333,"Super delicious, homemade sandwiches! Great prices for them and the meal deal. We'll be back!",Rumor
16334,"Horrible parking, especially if you have a larger vehicle. Parking lot is actually dangerous in some spots",Rumor
16335,"It was good , rustic , flowing , lots of people . Good times.",Rumor
16336,I cant get enough of this place,Rumor
16337,The best spray it yourself car wash in town. You can also fit an RV in their bays. I recommend using their card that you preload. The owner is super nice as well.,Rumor
16338,What can I say.... It was like most normal McDonald's. It was clean and the food was fast. My fries were pippin hot when I got them so that was an extra plus! Overall a great McDonald's 👍,Visited
16339,"Jen, Megan and Jon David have been an absolute pleasure to work with. I absolutely wouldn't hesitate to work with them again. Sold my house absolutely contact free in the middle of a pandemic, I couldn't be happier.",Rumor
16340,Every one must visit this place to know and experience the Red Dog Saloon,Visited
16341,"Soup is hot, beer nice and cold. Great selection, easygoing staff, lots of seating, great view. Nice to see the action in the kitchen. Bar menu and regular menu. Good specials. Always parking. Historical building.",Rumor
16342,"Not sure how this place is so popular. We went and our dishes were dirty, and our fish was undercooked.

I had the fish and chips...I'd give it a 2 out of 5. I asked for a side salad and was told that it's be $5. I agreed thinking that the size was going to be that of a dinner salad as I was told they only had 1 size. When the salad arrived I was dumbfounded that the side salad was so so small.

To their credit they did comp the one salmon meal for my father when we showed them that his meal was way undercooked.

I'd not recommend going here if you have an option.",Rumor
16343,Great service easy in and out,Visited
16344,"The trail wasn't difficult. It's about one mile out and 1 mile back. There are signs posted for you to stay on path. What you see the waterfall and a distance when you get there. The terrain is made of dirt to so don't go when it's raining or muddy because they are still small  hills.  While I was out there, someone went through my car and stole items from my car.  This is my warning to you that Alaska has Individuals that prey on tourists  Leaving their cars at these parks.It was explained to me that Alaska has a big drug problem.Don't let this ruin your fun, out of sight out of mind.They didn't go through the glove compartment.The bad experience is the only thing that took away from the scenic view.",Visited
16345,Great burgers at a good price,Rumor
16346,Love the kickers :),Rumor
16347,Great farmers market,Rumor
16348,Best prices in anchorage for legal cannabis,Rumor
16349,We did the train ride from Anchorage to Seward. Totally awesome.,Rumor
16350,"Love this restaurant! I have never been disappointed with this Kava's location. Every time I am in the mood for home cooking, but don't feel like cooking I go here. The pork-chop breakfast is amazing! Also the teriyaki chicken is the best! The owner is a very kind understanding man who makes sure that his employees are respectful and clean. We are always greeted with warm smile and asked how we have been. We frequent this place a few time a year and we are never forgotten.",Rumor
16351,Better than McDonald's,Rumor
16352,"Yeah, okay if it rains, nothing special",Rumor
16353,Love their marshmellow cookies too!!,Rumor
16354,Couldn't get our order right and our Quarter Pounders were very sad looking.,Rumor
16355,"Benihana is more of an experience than food, not to say the food isn't good but you come here for the show. This is our celebration spot, came here after our wedding and to celebrate being back home again. It's a bit expensive, but you're getting high quality food here, well worth the money.",Visited
16356,Quiet. They allow pets,Rumor
16357,Chicken was delicious! Tender & moist inside and crispy on the outside! Definitely recommend! Worth the drive!,Rumor
16358,"Service was great,  beer was good.  Food was subpar. I ordered a pork tenderloin sandwich. It was waayyyy over cooked. I'd try something different here,  but the service makes it worth trying again.",Visited
16359,"Bar area had slow service and food was ehhh,. Definitely not anything to write home about.",Visited
16360,ice cream! very good.,Rumor
16361,"Nice service
Nice store !!!!
Yummy food ;-)
Do the recipient survey and get free food",Visited
16362,"Has all the essentials of a mall, but has a lot of empty spaces and construction and just less of everything.",Rumor
16363,We LOVE the dog park area! Not a lot of wind as its semi protected by being in a valley. We always meet the nicest doggos here. Very clean area. Much improved over the past few years.,Rumor
16364,"Great atmosphere, wonderful service & delicious food!!!",Visited
16365,"This place is incredible. When I win the lottery, this will be my first stop.",Rumor
16366,"Was waiting for McDonald's to open, due to a failed early morning coffee stand run (only to learn no coffee stand open till 7am Sunday)... So I sat awkwardly, as the swing shift (I assume) was getting off work and shuffling to their cars, trying not to make eye contact like I'm a serial killer. When the only hunger inmy eyes was the delicious mcgriddle down the hill..",Rumor
16367,"I love that the guys at Device Pitstop are always willing to go the extra mile to make sure that my experience was positive. From showing me the new tech, to doing maintenance on my current tech, I always love visiting.",Visited
16368,Also a must go to.,Rumor
16369,Brand new Starbucks! Modern interior. Staff very friendly and helpful. Has WiFi.,Rumor
16370,Big breakfast for the price,Rumor
16371,Awesome place to hike & see a few animals & waterfalls,Rumor
16372,Very well stocked salt and fresh water friendly knowledgeable staff,Rumor
16373,A must see if visiting Alaska and if you live here. Beautiful year around,Rumor
16374,Ice cream when its -3 outside.  Yummy,Rumor
16375,"Unique place to go in ak with healthy alternatives available. Staff is happy to help, although not always right 😂.",Rumor
16376,"Great Price, Super Fast, Used Tires had fair prices! Took longer for me to make a decision than it did for them to make corrections and suggestions for me!",Rumor
16377,"(Translated by Google) I like Perkup,

(Original)
I like Perkup,",Rumor
16378,I love Kim. She is so nice and does a good job. Prices are great too.,Rumor
16379,"Convenient meal, it's McDonald's",Rumor
16380,I asked about applying for a job,Rumor
16381,I have loved these guys for years and they never fail to surprise and delight me with their jaunty customer service warriors - hurray for the front counter folks!,Visited
16382,"Have been eating at Hula Hands since before I could effectively communicate. Here's a good story about a past experience: I always ordered chicken katsu as a babe because it's practically chicken nuggets. One day my dad orders the luau pork and puts a small bite of it on my plate. ""Try it and if you don't like it you don't have to eat anymore,"" he implores. I begrudgingly oblige. He says that I then stand up in my chair and slam my fork into his plate. Dad had chicken katsu that night and I had my first full serving of luau pork of many.",Visited
16383,"Always busy, but great food & service.",Visited
16384,"It's one of the only used places in Anchorage for furniture, and they act like it. Asian lady seems a little unfriendly,",Rumor
16385,One of my favorites,Rumor
16386,"Good food, 14 dollar buffet kinda seems steep.",Visited
16387,"Excellent food, very friendly owners, huge variety off the menu! Everyone should try it!",Visited
16388,Not the best looking locale but the young staff was off the charts good.....and hilarious!!,Rumor
16389,We had breakfast I ordered steak and eggs and while the presentation was good everything was over cooked steak was bland and coffee was bland as well maybe even on the watered down side. The service wasn't that great either first impression are critical people especially for small town places like these. Maybe lunches are better.,Visited
16390,Amazing friendly service and so much fun! My hair needed a total makeover and a little magic!! Veronica didn't shy away at the challenge in fact did beyond my expectations!!! Love it! love it! love it!! Thank you! I'm a forever client now and I highly recommend!!!!! 🤗❤️👍👍👍👍,Visited
16391,"Average selection, but heavily over priced.",Rumor
16392,Walked out...rude and bad service.,Visited
16393,"It's  a small Costco but they have plenty of stufg. Great deals on seasonal stuff. Pharmacy, Eye glasses, tires, and $1.50 hotdog and drink best lunch deal in Juneau.",Rumor
16394,"Everyone there very helpful good food a taco  nice and light lunch good pick me up, priced right, nice break for 5.00. Soda for a buck next time 2 tacos and a soda. Still very reasonable.",Visited
16395,They had everything but newspaper lol,Rumor
16396,"I've been to Friar Tucks a whole bunch of times over the course of a few years. There are two things I order pretty consistently when I come here: the po boy and Hoodoo beer cheese fries.

Here's the thing: they taste spectacular...consistently. I don't think the taste, portion, or delivery of their menu has changed in a way that I can recognize over the past however-many years. It's pretty nice to know that you can show up somewhere and know that A) Your favorites will be there and B) Your favorites will consistently taste like you're expecting them to.

Sometimes you want a restaurant where you're pleased, surprised, and excited to see new menu items. Sometimes you just want a yummy sandwich. Come here if you're after the latter.",Rumor
16397,was great to watch WEIO.  doing the day its free but at night have to pay.,Rumor
16398,They have a nice variety of large tools and hardware.  I got leaded crab pot line there 20% cheaper than anywhere in town.,Rumor
16399,Beautiful lake and park,Rumor
16400,"Not my usual watering hole, but I go when I can.",Rumor
16401,"Great food and atmosphere. Last weekend we tried to have lunch at 1:35 but were turned away by hostess. Their signage says open until 2:00 for lunch so we left without getting a satisfactory answer to the discrepancy. It left a ""bad taste"" in our mouths for future trips out there, it is out of the way to get to.",Visited
16402,Good breakfast,Rumor
16403,Loved the decorations and the food,Visited
16404,They never fail to disappoint. Try the Thai ice tea!,Rumor
16405,They almost always have good sales on oil-plus filters. It is a lot more cost effective to bring your own fluids and hardware to service departments or repair shops. The employees here are always helpful and are fun to talk to.,Visited
16406,"Good prices bread, bagels, english muffins,  chips, boxed treats & misc.",Rumor
16407,True classics live here,Rumor
16408,Great if you are going to buy a lot of food,Visited
16409,Great food. Long time local business. Service is hit or miss which is who it's only 4 starts.,Visited
16410,Amazing sunsets,Rumor
16411,"Pizza taste good, but pizza crust is always soggy or floppy instead of being crusty on bottom. Need to cook bottom longer",Rumor
16412,"I worked at a Q'doba years ago in FL. I was pleasantly surprised to see all of the newer options - and BROWN RICE!! I used to request white rice without the Cilantro and it was always a PITA for staff. I'm glad they added brown rice :)

I would've preferred the hanging menus in the restaurant were a bit more descriptive - it's very cut-and-dry - but it'd be nice to see how much it costs to add Fajita Veggies, or how much Queso is when added to bowl.

Not taking away a star for that - because that's corporate, and they don't care about these reviews lol.

12/10 will go again.",Rumor
16413,"Bright, clean and friendly service.",Visited
16414,They had my belt.,Rumor
16415,The interior is a little bit aged but the bartenders are very entertaining.,Rumor
16416,Definitely friendly went inside for a simple item helped me fast and saved me money.,Rumor
16417,"My daughter had a fundraiser here. It was cold,  but still amazing!!",Rumor
16418,"Very nice, intimate, modern theater",Rumor
16419,Great pizza,Rumor
16420,A museum of sea lives n souvenir shop at the beach,Rumor
16421,"Liked options to eat in, drive thru/preorder, or take out. Chicken and rice soup today was great!",Rumor
16422,Small place. Good food. Quiet ambience.,Visited
16423,"Walking in it felt like I was going back in time to the John Gotti era, I didn't mind it lol. The server was very friendly and knowledgeable. He rambled off the specials with ease. I don't recommend getting the Salmon special though since it is frozen and not fresh. We didn't order it. However what we did order was really great. We will for sure go back again and again.",Rumor
16424,Stop in and have a look around your bound to find something you can't afford but really want for no reason.,Rumor
16425,Great place!!!,Rumor
16426,"They double booked the space for our party's reservation, so we were seating was suboptimal. They were understaffed and service was very slow. Food good, as always.",Visited
16427,"Very slow, no replacement of cakes if anything is wrong with it.",Rumor
16428,"Love this different style of pizza, and the gelato is so good (try the peanut butter)!",Rumor
16429,A very expensive opportunity to have an average experience at high class prices.,Visited
16430,We go to Turf for Tots and that is great fun for our kiddo! Plus when it's cold outside it gives a perfect outlet for physical energy.,Rumor
16431,High end stuff. Nice.,Rumor
16432,"Donating unwanted and shopping for used goods as an alternative to buying new helps Salvation Army fund their programs, save on your budget, helps avoid landfills.  One may come across something that's needed or a want",Rumor
16433,Good coffee ☕ Good Folks 👍,Rumor
16434,"Had a great assortment of toys, from little dollar items I picked up for sticking stuffers to costume play items to a little book nook in one corner. My nine year-old especially loved their active toys, while my favorite bits were the r/c car demos (I ended up grabbing their featured LED r/c car because of it) and the complimentary gift wrapping. On top of that, there was always someone nearby if I needed help, and at least once or twice somebody specifically came over just to see if they could help. The only downside I could see was that I went in expecting to spend about 50 bucks, and instead I spent over 100- but that's less a knock against the prices and more a point about impulse buys being a danger here.",Rumor
16435,"Amazing service. The lady knew just what to combine to make an incredible dessert. I asked for saltes caramel and vanilla, she gave me a sample of her recommendation (salted caramel and lemon)... WOW! Delicious, fresh, and refreshing. Will definitely be going back!",Visited
16436,"Nice room, has fridge, microwave, cable TV, and Internet. Beds are really comfortable and clean. No room service for dining but there's restaurants nearby.",Visited
16437,"The food was good, but my burger was overcooked. The service was very slow. Waited about 40 minutes for food to come. I had a burger, husband had fish & chips.",Visited
16438,"Huge store room, friendly bud-tenders. Good deals",Rumor
16439,"Not many options in Fairbanks and they act like they know it. Lazy, ill-informed staff, sky-high prices.",Rumor
16440,"(Translated by Google) Wonderful pastry and great tea

(Original)
Meravigliosa pasticceria e ottimo te",Rumor
16441,Great place to eat as a family!,Rumor
16442,Food is absolutely delicious. Easily the best potato salad I have ever had. The side portion is but a tease; I could finish off a large container. Everything I have had so far is great. Highly recommend.,Visited
16443,Good job,Rumor
16444,Little bit of everything .,Rumor
16445,It's ok good if you like cheap food for to much money.,Visited
16446,Good Mexican food,Visited
16447,They have a pharmacy. Photo center. U can also get ur passport photo here as well.,Rumor
16448,Best Italian dinning in anchorage.,Rumor
16449,I'm from Texas and this is better BBQ than I get from there. ENOUGH SAID!,Rumor
16450,"Excellent place. Diamond in the rough. Great mountain bike trails. Mosquitos are getting vicious, but if you adventurous enough to take a quick swim in the lake the irratation will subside for hours. Im definitely going to spend my birthday out here.",Rumor
16451,"Great experience. Left my car while traveling, arrived home and got picked up and checked into my room super quickly. I accidentally left  some clothes in my room and when I called a few days later, they still had my clothes saved, and a friend was able to pick them up later that week. That is exceptional customer service. Thanks a ton.",Visited
16452,"(Translated by Google) This is a restaurant that our guests love
You can eat in an atmosphere in front of the beach

(Original)
저희 손님들이 좋아하는 식당 입니다
바닷가 앞에서 분위기 있게 식사도 할수 있습니다",Rumor
16453,Everything was great and worth every penny.,Rumor
16454,Very nice service. My wife never got a sauce for her chicken tenders. We got back in line and they gave us a new order of chicken tenders with extra sauce. Such friendly people,Visited
16455,I just like crafting,Rumor
16456,Great family friendly course,Rumor
16457,"(Translated by Google) I liked it for breakfast with varied and well-made options

(Original)
Me gustó para desayunar con opciones variadas y bien logradas",Rumor
16458,"Awesome selection of merchandise, great customer service",Visited
16459,Very clean,Rumor
16460,"Nice grocery store, good prices and selection too",Rumor
16461,Smells good in there.,Rumor
16462,"Overpriced, food was good, saw waiter for placing order and bill, never followed up to see if we needed anything. We enjoy places with atmosphere and friendly staff, this lacked that and more but if you wanna descent food and pay alot this place is for you!",Visited
16463,Their pizzas and wings are amazing! The pizza had fresh toppings and the wings were crispy. The food definitely surprised me as I didn't expect that high quality coming from a bar. The staff was very friendly and the atmosphere was awesome.,Visited
16464,Not cheap but who else has a 14oz fillet mignon ? Worth every penny !,Rumor
16465,The employees are very knowledgeable and helpful. Prices are reasonably priced as well plus they have veterans parking,Rumor
16466,Ok selection and a decent place to stretch your legs if you need a quick snack although their pricing reflects they have a corner on the market.,Rumor
16467,Good Wendy’s normal run-of-the-mill nothing wrong nothing super special the staff is very friendly and helpful. The food taste great I’m addicted to the junior bacon cheeseburgers and their nuggets and barbecue sauce so I will continue to come back. I think they are a great value their six dollar little kit you get for things with it you can’t beat that.,Visited
16468,Favorite pet store,Rumor
16469,"We went here for my birthday, and the food was excellent! The restaurant is a little noisy, and the server could've been a little friendlier, but still a great meal.",Visited
16470,I had bbq chicken burger. Not bad,Rumor
16471,"Absolutely loved it! Food was great, I'm stuffed. Service was awesome!",Visited
16472,"Great antique shop, lots of nice stuff. Low pressure sales, which makes for a relaxed shopping trip.",Rumor
16473,Clean,Rumor
16474,Lots and lots of winter socks gloves and hats,Rumor
16475,Beautiful,Rumor
16476,"Good friendly service ,curbside",Visited
16477,Good selection of party supply.,Rumor
16478,Bingo is my thang... So I was happy to finally got one in the valley,Rumor
16479,Great place to skip rocks and enjoy the view,Rumor
16480,ok clothes 4 cheap,Rumor
16481,Great little mall.,Rumor
16482,Way too expensive,Rumor
16483,Loved it,Rumor
16484,"It's clean, well kept park...",Rumor
16485,"Great food, great for kids.",Visited
16486,Great place small with alots of stuff so u have to look,Rumor
16487,Good people an little bit over priced,Rumor
16488,Great place! Loved the experience and the friendly staff!,Visited
16489,Great point system 4 gas,Rumor
16490,Best craft beer in Alaska!,Rumor
16491,Clean docks nice views,Rumor
16492,"Bedroom was solid, if unspectacular. Fair for the area. Hotel also rents out vehicles (fairly espensive). Staff were great - drove me to the airport at no charge. Wifi is a waste of time though. Don't plan on being able to use it.",Rumor
16493,"(Translated by Google) Asada fries 🥰

(Original)
Asada fries 🥰",Rumor
16494,Like the symbalism,Rumor
16495,"Always great service, great food",Visited
16496,Nice......,Rumor
16497,Thanks for the delicious brews!,Rumor
16498,"This is by far my favorite place to go to for a sweet bite. They have a variety of choices. Breakfast, lunch, desserts. Always so good! And the workers are always so friendly.",Rumor
16499,Good beer and dog friendly area out side,Rumor
16500,Nice people,Rumor
16501,Nice spot when staying in downtown Anchorage,Rumor
16502,"Very homey, chill place. Nice to come get some cheap but good Jasmine tea. Ramen and curry are good also. Laid back restaurant and the servers are the same. I likey.",Rumor
16503,Friendly staff.  Nice and clean shop.  Knowledgeable maintenance crew.  Prices are definitely higher than like products at other shops.,Rumor
16504,Game stop is always amazing but I love the people that work in this one specifically. Very informative and helpful!,Rumor
16505,Great narrated trip. However quite expensive,Rumor
16506,Very happy  they did just what I asked for  love the new color,Rumor
16507,"Ms. Gene stayed open to feed my hungry little girls. Great food, setting, and people. I would definitely eat here again.",Visited
16508,Not very clean and a bit run down. Felt like it was pricy but when it's busy up here in AK you pay the price.,Rumor
16509,Good food. Fast service. Pricey.,Visited
16510,"It wasn't super busy when we went, but the wait was a little long to be seated, the service wasn't great, and the food was only okay. There are so many good reviews though, maybe we just went on an off day.",Visited
16511,Thank you so much for non-alcoholic refreshments after my walk hike!! The restaurant always has good reviews as well so I am thankful for all employees keep doing well.,Rumor
16512,The staff was friendly and helpful.,Rumor
16513,Found what I was looking for..,Rumor
16514,"Everything great but the rooms, room had curved floor and the door jammed, restaurant was great and reasonably priced, Hot spring is awesome!!",Rumor
16515,Always great food and service.,Visited
16516,Everything's always delicious here!,Rumor
16517,"Ordered takeout during COVID 2020, so this review is based on food only.
Ordered ahead for pickup dinner. Kept it simple and Got the Hummus and chicken kebab. The order was ready in 30 mins.  The hummus is adequate quantity and creamy. It comes with 4 slices of pita bread, which are warm. It does get a bit hard as it gets cooler.
The chicken is a good quantity. Its tender and flavorful. The rice is a little wet and sticking together, but then again its takeout. Loved the meal overall. Will definitely order again or dine in.",Visited
16518,Easy access for handicap folks. Store is clean and isles are wide for the most part. Fairly narrow getting through the front door.,Rumor
16519,Friendly knowledgable staff and a great selection and the prices are excellent,Rumor
16520,Glad they're open. Thanks,Rumor
16521,They have a box of mine for the past 7 days. Unorganized outfit cant even drop my box off,Rumor
16522,If you’re a Christmas lover or love collecting unique ornaments...well this is the place for you!,Rumor
16523,"Great place, good food and fun place",Visited
16524,"By far one of our favorite places to go for Date Night. Always clean facilities and that includes the theatre floors as well as the restrooms. Just wish we could get our hot food faster. If you haven't been, go. If you're a regular, make sure you pick up a FREE Regal Crown Club Card. Great sneak peaks and movie regalia to earn.",Visited
16525,Nice theater. The chairs were comfortable with drink holders in arm rests that move up if you want to snuggle during movie.,Rumor
16526,"(Translated by Google) The bread is very rich and fresh, they had Venezuelan frescolita, I recommend them 100%

(Original)
El pan esta muy rico y fresco, tenian frescolita venezolana, los recomiendo 100%",Rumor
16527,"Maaaan I'm in love with that fiesta chicken sandwich!!! Taste so good, they make really great tea and the customer service is great! Not too expensive. Definitely a belly Fuller and plus it's healthy. I'll be back of course hope to see you there😋 #YLG #DaTruf ( If I wrote it then it's tru)",Visited
16528,Good prices,Rumor
16529,AMAZING LITTLE DINER A MUST!!!!!,Rumor
16530,"Tasty selections, reasonably priced, friendly and professional staff, I have been a long time customer for those reasons!",Rumor
16531,Great prices. Lots of excellent gently used kids items bought & sold,Rumor
16532,Terrible workers half of them looked like they didn't want to be on the planet anymore and I swear they take so long to make blizzards. They're quite speedy with warm food but they take forever with the only thing they're supposed to be quick with.,Visited
16533,Good food and wait staff,Visited
16534,Kids had fun and like the movie we picked,Rumor
16535,Suck,Rumor
16536,Excellent customer service,Visited
16537,Nothing like the beauty of the sunset here vagrant trash and clothes by the trail though☹,Rumor
16538,Nice little restaurant to visit. Staff is very friendly and food is excellent.,Visited
16539,Like going with the family,Rumor
16540,"Lots of variety all in one place! Indoor seating, outdoor seating, and a dance floor and bar upstairs.",Rumor
16541,Service was fast,Visited
16542,Nice classic diner! Very good service and filling portions. I got the liver and onions and they were delightful. Tons of delicious looking deserts too. And dinners come with unlimited soup and salad bar.,Visited
16543,Sometimes they don't have key ingredients fir their product. This happens too frequently.,Rumor
16544,Best Mexican fast food in fairbanks,Visited
16545,Great park nestled in Colony Manor neighborhood.,Rumor
16546,"Rooms small, but clean.   Great staff",Rumor
16547,Good gas and snacks,Rumor
16548,"The PetSmart staff are great. I've brought my APBT here for training, the pets hotel and grooming. The only downfall is that they don't accept Pitts for doggie day camp playtime with other dogs but he enjoys going and getting a 30-minute playtime with staff. My pup gets excited every time we shop and he recognized a staff member from his stays. I love that they provide a review of his boarding and daycare stays as well as behavior and needs during grooming.",Rumor
16549,Was steak night. Steak was meh. The fries were delicious. Server was awesome,Rumor
16550,The vacuums are free and the car wash works like normal. High crime neighborhood though.,Rumor
16551,Grate customer service prices vary,Visited
16552,Good burgers and smashtots. Washed down with Alaskan Amber.,Rumor
16553,You can never go wrong with any of their dishes. This place is home cooked and good!,Rumor
16554,Nice work,Rumor
16555,One stop shopping!,Rumor
16556,"Loved the groupon, the 60 minute medical massage was incredible. Dr. Chad was very friendly and the adjustments were fabulous.",Rumor
16557,Sometimes costomer service is rude and the other times just unfriendly.,Visited
16558,Expensive and not worth it.  I ordered a chicken salad for $18 which was so chewy it made my jaw sore until the next day.  Didn't get my money back and I barely ate it.  I haven't been here in years and figured I would try it out...big mistake,Rumor
16559,This being a newer location appears to have a different motif that the others I am used to in the lower 48 which I can only describe as more comfortable.  They have large TV's on the walls which I know appeal to a lot of people however I find this trend personally annoying.  Food is as expected.  Kids like the food however the trips starts adding up with two adults and two kids.  Depending how much your kids eat it might be a better idea to forgo the kids meals and have them split a single item bowl.,Visited
16560,Food good.  Customer service is very good!,Visited
16561,"Always a pleasure to shop at a classic American store, great sale's!",Rumor
16562,"Cold day at the Glacier, it was so beautiful and I loved the information center. I got great pictures, met really nice people and bought a gift from the gift store. It was a great time.",Rumor
16563,Very hard to verify that you are a costumer!! Seems to be throttling usage?? Really thinking of switching provider!!,Rumor
16564,"Staff is great , foods good but holy moly expensive",Visited
16565,Slow service but the view made up for it.,Visited
16566,Deeeelicious,Rumor
16567,"It's a chain,it's a Tuesday, better than the Mexican place up the street and 1quarter the price.",Rumor
16568,New owners have improved all aspects of service and this hotel is recovering to gain its value to the public as a good hotel to visit,Visited
16569,Yum.,Rumor
16570,"We went for the demo day today. I didn't expect so many great products-coffe, nut butters, ice bug shoes, and fat bikes. We rode in the intermediate ride on the demo fatbikes- so much fun! Thank you goldstream!!",Rumor
16571,"Good food, friendly staff and historical building",Visited
16572,Foods not bad what's good for a quick bite,Visited
16573,Beat Chinese restaurant on the peninsula,Rumor
16574,"Chinese garden house a reasonable buffet
Don't know much about the rest of the mall",Rumor
16575,"Great RV park for an overnight stay. Full hookups are available, mountain views are incredible, and the cafe' serves good food at reasonable prices.

But the park is pretty much right on the highway with attendant noise and lack of privacy. And the spaces are close together.",Visited
