Index,Review,Label,Manual Advert Label
14293,"To truly experience the park, you should hike its trails and off the beaten path.  The 4.5 mile Savage river hike is a good one.  I wouldn't recommend for young kiddos but older kids are fine.  Be sure to bring a windbreaker as it gets windy towards the top.",Legitimate,Legitimate
14294,This is a great and friendly place. They have many of their own products and also do consignment. I have not had the opportunity to meet the owner but I have only heard good things about him. I bought this jade bracelet while I was there.  It fits great and I love it.  I encourage you to go experience it for yourself and I know you will find something you will love.,Advertisement,Advertisement
14295,I went there to have a WIC card replaced on the 30th of October and was able to get a new one right away. However I went shopping and was at the register when I discovered that it was not loaded. I had to leave the WIC items there. I paid cash for the produce and half a gallon of milk because I was completely out.,Legitimate,Legitimate
14296,"The service was awful. We wished we left when we told the person at the counter we wanted to eat in and she told us we had to pay first. There is no water offered at the tables. It's incredibly loud because there is no sound barrier between the kitchen and the dining area. The food was very, very bland. The Asian food you get at Fred Meyers or Safeway is far more flavorful. This was a cafeteria-style experience at restaurant prices. We came here after reading reviews and were left astounded that Fairbanks standards for good Asian-American food are so low.",Legitimate,Legitimate
14297,Slow service,Insufficient Context,Legitimate
14298,I go here every day! Wonderful service and the staff always remembers me! Great rewards punch cards that get you 4 dollars off after 9 orders which is great! Care always goes into their products and their smoothies are the best in town!,Advertisement,Advertisement
14299,"Must be in the middle of  reorganizing, place was a mess",Legitimate,Legitimate
14300,Great outdoor place!,Advertisement,Legitimate
14301,Great food and service,Advertisement,Legitimate
14302,Outstanding selection.,Insufficient Context,Legitimate
14303,"This is the best view of the city. It is easy to walk around and offers options to walk, bike, or hike in numerous directions. Take the hike up Flattop mountain for an even more spectacular view!",Advertisement,Advertisement
14304,Excellent,Insufficient Context,Advertisement
14305,Good food,Insufficient Context,Legitimate
14306,They seems to always have what I need for my fishing and hunting trips.,Legitimate,Legitimate
14307,"Good food, average service, expensive.",Legitimate,Legitimate
14308,only 15 minutes on Wi-Fi per order.. that is pitiful.. like Wi-Fi is a commodity..,Legitimate,Legitimate
14309,Fascinating tour featuring history of gold mining in the area.,Legitimate,Legitimate
14310,The food is always fantastic,Advertisement,Legitimate
14311,Comfy beds clean and pet friendly,Legitimate,Legitimate
14312,Fun place to shop. I went there for a picture frame 10x10 but they didn't have any.,Legitimate,Legitimate
14313,"I have been here multiple times and am so underwhelmed every time I go.The donuts are not that great you would get roughly the same quality at Fred Meyers or Carr's maybe better for a cheaper price, and their donuts don't look very appealing either it looks like a child made them. I buy a bakers dozens for an expensive price and the donuts are put into a small box so that if any icing was on one it was now on two others or more. I can't say anything about the rest of the things they serve but they shouldn't make donuts anymore or get someone else to make them. Golden donuts is still the best in Anchorage and cheaper",Advertisement,Advertisement
14314,"Not going to lie my wife and I were a little hurt when we came here. They ran out of Ribs and we were looking forward to ribs. Other than that the food was amazing. The service was good especially since they deliver and people come to dine in or pick up food. We ended up ordering a whole chicken with four sides which was really cheap. I'm glad we split the meal because it was a lot of food, and we had a lot of leftovers. The chicken was literally falling off the bone which is a plus. Id suggest getting there early if they do specials on their ribs again because they might run out of them. Good restaurant at a good price.",Advertisement,Advertisement
14315,"Awful customer service. Felt like everyone there was super inexperienced or didn't even know they layout of their store.
Clothes here are cute, but don't expect any help. And don't get bra sizes here, the woman who did mine was 4 sizes wrong.",Legitimate,Legitimate
14316,I like their food and beer. I've only eaten at this location twice but both times I've been very happy with it.,Legitimate,Legitimate
14317,Small town hardware with helpful staff and surprisingly large selection.,Legitimate,Legitimate
14318,"Does not take 30 minutes for a burger. If so let us know ahead of time to make plans.  Edited my review after eating the burger, avocado was rock hard, poor flavor meat.",Legitimate,Legitimate
14319,Great company.,Advertisement,Legitimate
14320,"Love these guys, they really are so good to mama and I",Advertisement,Advertisement
14321,"High prices, slow non existent service",Legitimate,Legitimate
14322,"The wait was 1.25 hours. No kidding. I'm glad my friend and I weren't in a hurry.
The waitress was dynamite! She made up for the long wait. The place was packed and she must have been exhausted but she didn't show it.
The salmon spread was delicious. I had soup and my friend had salad, both of which were okay.",Legitimate,Legitimate
14323,Very very delicious food and nice staff,Legitimate,Legitimate
14324,Worst coffee of all time....,Legitimate,Legitimate
14325,Nice but expensive,Insufficient Context,Legitimate
14326,Fast effecient. Not a lot of food but it was enough. Love the pancakes & butter pecan syrup.,Advertisement,Advertisement
14327,Great food quick service limited atmosphere but the quality especially for the price makes up for it.,Advertisement,Legitimate
14328,Hank and the team always have great advice and if they don't have the instrument they work to get it.,Advertisement,Legitimate
14329,"Cozy cabins, friendly staff in a beautiful setting.",Legitimate,Legitimate
14330,Great sandwiches!,Advertisement,Legitimate
14331,"The food is good, but this location is always out of something the last several months.",Legitimate,Legitimate
14332,Always have a good time here. Pizza is consistent and always good. We usually get mushroom or steak pizza and its delicious. Always buy our gift cards at costco $100 worth for $75. Even though pizza is a bit pricey it evens out when we use our costco gift cards.,Legitimate,Legitimate
14333,Fun place,Insufficient Context,Legitimate
14334,"Dave & Buster's has it all! D&B Family friendly Restuarant & Sports themed Bar, Arcade games for all ages. D&B Ticket exchange for toys, gifts & prizes! Great for all ages!",Advertisement,Legitimate
14335,Ah..  enforcement of the masks. Not a pleasant visit when you are asked to leave because you don't have a mask. Places will lose business,Legitimate,Legitimate
14336,Found the Pine lozenges to try. They are good.,Legitimate,Legitimate
14337,"I ordered the French Dip, it had melted white horseradish cheese on it and sauteed onions with mushrooms , and homemade as jus sauce. I ordered the side salad with citrus vinaigrette instead of fries, it was all fantastic.  Will go there again.",Advertisement,Legitimate
14338,"One of the best pizza places I've ever visited in my life. I've gone through about 1/3 of the whole menu at this point, and none of the food items have disappointed me. Variety is key, from the types of pizzas to the sauce and crust varieties, to their constantly-rotating list of house-brewed beers on tap. You can visit here for a couple of years and not have the same experience twice (although I have already developed a couple of favorites). I would recommend getting there sometime before the dinner rush, as lines can form out the door all the way to the parking lot (especially on the weekends).",Advertisement,Advertisement
14339,Great selection of product,Advertisement,Legitimate
14340,Closing soon,Insufficient Context,Legitimate
14341,Normally love the book store....but two very imposing security guards at the door made me question what was really going on in there!,Advertisement,Advertisement
14342,Thank you for all your great services and assistance,Advertisement,Legitimate
14343,Very helpful even had me come back for formula next day cause they didn't have any,Legitimate,Legitimate
14344,"A little pricey, but no more so than the rest of the area.

Best french onion soup I've had.

They do regular specials, have a good beer selection, attentive (and often cute!) staff, and great food.

The halibut is one of my favorites!",Advertisement,Advertisement
14345,"Awesome, great customer service 💯",Advertisement,Legitimate
14346,Legendary Fairbanks bar and grill,Legitimate,Legitimate
14347,A friendly tourist place to visit.,Legitimate,Legitimate
14348,Has beer but the food isn't great,Advertisement,Legitimate
14349,Great food and clean place!,Advertisement,Legitimate
14350,"Great service for elders, patients and family escorts.",Advertisement,Legitimate
14351,"It's got good prices,  eager staff.",Legitimate,Legitimate
14352,"It’s a decent location, and I believe it’s the only one open 24 hours or at least it was before the Covid. The staff are friendly and usually fast. The only reason why I didn’t give it five stars is because its not the cleanest parking lot, i have had to park farther away to avoid broken glass and vomit too.",Legitimate,Legitimate
14353,"One of the best vantage points for pictures. If you enjoy watching planes, boats or birds. Just keep control of your children as it has a very steep cliff and getting back up is another story.",Advertisement,Advertisement
14354,It is a bit pricey but worth it. We really liked the fresh new experience & food quality.,Legitimate,Legitimate
14355,Lovely shop and pleasant friendly helpful staff.,Advertisement,Advertisement
14356,"While the room was lovely, I was woken at 3am by a truck emptying the dumpsters outside, and at 5am by hotel employees loading luggage for cruise passengers. It was incredibly disruptive and when I actually got up in the morning I was still exhausted.",Advertisement,Advertisement
14357,Favorite coffee shop. Hands down.,Legitimate,Legitimate
14358,"Fun bar for the younger crowd great music selection, it is wheel chair accessable, its a smoking bar but its outside in its own little room to the side so dont need to worry about second hand smoke. But a great up beat bar and totally worth getting a drink or two there.",Advertisement,Legitimate
14359,Love their menu!,Advertisement,Advertisement
14360,More product for coffee shop,Legitimate,Legitimate
14361,Fun quick trails,Insufficient Context,Legitimate
14362,"My burrito supreme tasted ok but the Mexican pizza was horrible.  It had some sort of nasty taste to it.  I don't know if the latest cleaning protocols or cleaning products had anything to do with it,  but the taste wasn't nowhere near normal.",Legitimate,Legitimate
14363,Their general tso is great,Advertisement,Legitimate
14364,Can't beat a big Mac and fries,Legitimate,Legitimate
14365,"Amazing thai food, good service.  Very authentic, who'd have thought Asian food in Fairbanks Alaska could be so good.  But when you have thai people making it, I suppose you could be in Antarctica and it would still be amazing.  Their spice is really good, I usually order medium hot and that's perfect for me.  It can be super hot if you order it that way so be careful.",Advertisement,Advertisement
14366,Juneau,Insufficient Context,Legitimate
14367,"Vagabond Blues is my favorite coffee in the valley. Great atmosphere, friendly service and the perfect sludge cup.",Advertisement,Legitimate
14368,Outdated,Insufficient Context,Legitimate
14369,"5 star pizza, been here multiple times but the chicken, bacon spinach pizza we picked up yesterday with a generous amount of creamy garlic sauce for a base!",Legitimate,Legitimate
14370,"Always an amazing Mocha breve, pupachinnos and friendly faces",Advertisement,Advertisement
14371,"Fast service, great customer service and delicious 🍩!!!! I can't complain 😋",Advertisement,Legitimate
14372,Always delicious! Got takeaway and they had carefully packaged everything (not easy to do with soup!),Legitimate,Legitimate
14373,Always good until you've had it for 7 days straight.,Legitimate,Legitimate
14374,If you don't need any help to find something it's alright but you need help from a employee to find something you might as well go to another store.,Legitimate,Legitimate
14375,"Super friendly,  super knowledgable,  these folks really know how to do coffee right!",Legitimate,Legitimate
14376,"Pretty cool to see the bears and other wildlife here but some of the animals seem to be in too small cages, which is rather sad but it's a good place for left behind animals that they still have a place to stay.",Legitimate,Legitimate
14377,Nice place,Insufficient Context,Legitimate
14378,"Always delighted to come in. The workers are even better, very knowledgeable of what comes their way :).",Legitimate,Legitimate
14379,"Took the shuttle into the park to wonder lake. Great shuttle with wonderful driver JJ. They stop if you see wildlife and allow you take pictures or even if it's just a great scenary spot. Saw two families of Grizzlies, doll sheep, caribou, and a moose.",Advertisement,Legitimate
14380,There monster biscuit breakfast is good.,Legitimate,Legitimate
14381,Lots of items not stocked by the big box stores. Reasonable prices and a 10% Millitary discount.,Legitimate,Legitimate
14382,Great views from this train.,Advertisement,Legitimate
14383,Almost a shame it's closing,Legitimate,Legitimate
14384,"U get a beautiful view, very nice people there",Legitimate,Legitimate
14385,"The upgraded luxury recliners are awesome, makes going to the theater enjoyable again!",Advertisement,Legitimate
14386,Delicious!,Insufficient Context,Legitimate
14387,They always have everything i neec,Legitimate,Legitimate
14388,Had dinner here our first night in Denali. The  fried bread appetizer was delicious. We also had schnitzel and the moussaka. Portions were large and the staff was very friendly and accommodating.,Legitimate,Legitimate
14389,"(Translated by Google) It is a good store if you are looking for economy

(Original)
Es un buena tienda si buscas economia",Legitimate,Legitimate
14390,"I'm all for small businesses giving something a try, but this place needs to pivot and find something they enjoy selling. Buying ice cream on a sunny day should be a treat, not a regretful decision.

The owners mother served us and after agreeing to her rule to take our pizza box trash with us after being done (just get bigger trash cans guys!) she then took our order and wanted immediate payment... Her response to customers about the 1 dollar credit surcharge was despicable - Square charges a fraction of that.. But all of this was nothing compared to the wait, there were other customers and I actually timed that it took them on average 14 mins to serve each ONE handmade ice cream. So don't order two..

The staff seemed disinterested, the ice cream was okay and the space is nicely decorated and pretty clean.. But if you're gonna go here, I recommend you make your order and get on the couch if they let you, and just order extra sweet ice cream to sweeten the sour service.",Legitimate,Legitimate
14391,Great seats and concedsion line drsign works well!,Advertisement,Legitimate
14392,Organic options are needed.,Insufficient Context,Legitimate
14393,"Couldn't be happier with the food and atmosphere. When the cook comes out, pot of food in hand, to give your another spoonful of deliciousness, you can't help but love the place. Highly recommend!",Advertisement,Advertisement
14394,"This is beautiful and brand new.  Great location for Anchorage folk.  The prices are reasonable, knowledgable budtenders (shout out to my man Josh).  Of course their product is very good too.  I heard rumors of them selling $25 1/8's and low and behold the sweet tangerine was that deal. Score.  Cherry on top for true stoners, is the infinity grow room you can see from the retail area",Advertisement,Legitimate
14395,Great produce !,Advertisement,Legitimate
14396,A big spacious hang out with the to be expected amazing coffee.,Advertisement,Advertisement
14397,This is the only dealership I feel like I'm not going to get hassled at and have to play a bunch of stupid games to arrive at the best deal. I have purchased 2 cars from here and both purchases were quick and still good deals. Even the other lithia dealerships are not this way. My only disappointment with this dealership is that it seems to be lacking in inventory at times.,Advertisement,Advertisement
14398,Super nice workers!!!!,Insufficient Context,Legitimate
14399,"Just a little hole in the wall, but don't let that scare you.  Their fried shrimp is AWESOME, as are their scallops.  They might have the best clam chowder in Anchorage.",Advertisement,Advertisement
14400,"I hope this shopping mart stays open forever..My name sake is the owner..Friendly,,down-to-earth..",Legitimate,Legitimate
14401,This place is amazing! Super friendly and supportive.,Advertisement,Advertisement
14402,Has great food.,Advertisement,Legitimate
14403,"Convenient location in town, Everything close.",Legitimate,Legitimate
14404,Great breakfast,Advertisement,Legitimate
14405,Omg BEST FOOD great staff great time for the whole family. So worth it!,Advertisement,Advertisement
14406,"Very quick and friendly service. Open early too, which is nice if you are planning a big event later.",Legitimate,Legitimate
14407,Never again,Insufficient Context,Legitimate
14408,I'm a wedding photographer and shot a wedding at the resort. Amazing location across the bay!,Advertisement,Advertisement
14409,Love that they sell mooses tooth rootbeer and that dollar shots are great.,Advertisement,Advertisement
14410,I got my suit for my daughters wedding and it looked great if I say so myself. They tailored it and when I picked it up it fit really great. The shoes I got fit very good and looked even better. Everyone there was real personable and friendly. I recommend Mens Wearhouse for all your mens fashion needs.,Advertisement,Legitimate
14411,Always great to stop in at and it is badge gas not torsoro,Advertisement,Legitimate
14412,Great hometown joint.,Advertisement,Legitimate
14413,I really enjoyed chicken teriyaki flavors we're great. However my guess had the all you can eat sushi and there was way too much rice.,Advertisement,Legitimate
14414,Extremely long wait to be seated and then again for our food. Hamburgers were all overcooked to the point of being dry and charred.  Had to flag down wait staff for drink refills etc. Next visit to Talkeetna I will try a different restaurant.,Legitimate,Legitimate
14415,Staffed by friendly locals this venue hosts a wide array of local and traveling talents. The only reasons I don't give it a five-star is due to lack of any dancing floor space and sound quality issues on more than one occasion,Legitimate,Legitimate
14416,Nicole was a great guide! She created a team feel. We all worked and celebrated success together. Lots of fun and very safe.,Advertisement,Legitimate
14417,Like the coffee,Insufficient Context,Legitimate
14418,Non-union. Do not go,Insufficient Context,Legitimate
14419,Gordon and his staff are awesome and very professional. Great food and awesome atmosphere.  Can't wait till they start serving beer. Soon I hear.,Advertisement,Legitimate
14420,Great family gathering,Advertisement,Legitimate
14421,"Look, it is the farthest north HD in the world so it has to be great, but small.",Advertisement,Legitimate
14422,Chili verde chimichanga! Thank me later,Legitimate,Legitimate
14423,I'm blaming my wife she has created a crochet monster with the help of joann's and youtube. I picked up a pattern book $60 in yarn and a pack of hooks. Guess what everyone is getting for next Christmas. Ho ho ho,Legitimate,Legitimate
14424,The halibut was great but the french fries overly salted.,Advertisement,Legitimate
14425,Always be open to new talk,Legitimate,Legitimate
14426,"Living in Alaska for 5+ years I forget we have a Burlington. I am a regular target or Walmart shopper. But Burlington is where its at. Besides the store being a little messy, carts that are hard to find. The store is a really great place to find if you move to Alaska and need things for your new place. I wanted to decorate my place and I looked everywhere except Burlington and I found what I needed as soon as I entered. The price won't disappoint you. It remind me of Ross in Hawaii.",Advertisement,Legitimate
14427,Great daily specials.,Advertisement,Legitimate
14428,"Now this place is owned by the Mormon's who believe that anyone who is not Caucasian is a second class citizen in which is evident in the way they take advantage of the Filipino work force in this Ktown store. They make them work long hours and only give them one day off in the week. On top of that when they are off they may be asked to come in, or when working, ask to work extended hours. This place takes advantage of a culture knowing that most Filipinos will not say ""NO"" to ""The Man"". Also, although an individual can work there for years there may only be a small bump in pay every few years. When this store can boost moral and pay for my brown Brothers and Sisters then I may give a hire rating.",Legitimate,Legitimate
14429,Fantastic newburg and ceasers!! Beer was excellent,Advertisement,Advertisement
14430,Kodiak  history.,Insufficient Context,Legitimate
14431,Excellent! Great food,Advertisement,Advertisement
14432,"I’m giving them a five but do wish it was a little warmer for spectators. I know, what kind of Alaskan complains about the temperature in an ice rink? Just layer up, bring a blanket to sit on and get some hot cocoa at their concession stand (not always open, so a thermos from home works too). Ice is at a premium in Anchorage and Dempsey Anderson helps meet the need. Very conveniently located in the Spenard/Turnagain area. I’m here watching the Chugiak/Eagle River HS girls hockey team skate against Service/East. It’s always great fun to watch strong young women play! This rink is part of Anchorage’s long hockey history and I’m sure Mr. Anderson would be proud to see that his dedication toward engaging youth in the sport has continued.",Advertisement,Legitimate
14433,Great food. High prices and won't substitute or bring small sides.,Advertisement,Legitimate
14434,Great Service! We were in and out quickly. It was the most painless car buying experience I've had yet!,Advertisement,Legitimate
14435,"The Spenard Roadhouse is one of the best restaurants in Anchorage. While the food is reasonably priced, the quality is very high and the variety is great. The restaurant is well-decorated and the customer service is excellent. Very family friendly. Very cozy and comfortable atmosphere. Highly recommend.",Advertisement,Advertisement
14436,It's taco bell. This one is usually pretty quick.,Legitimate,Legitimate
14437,Super slow service,Insufficient Context,Legitimate
14438,"nice setup, good for a wedding!",Legitimate,Legitimate
14439,Love this place !,Advertisement,Advertisement
14440,"Excellent coffee,  MORGAN gives the best service!!!",Advertisement,Advertisement
14441,Great store for gear. Staff was awesome and they have the best prices on xtratufs!,Advertisement,Advertisement
14442,"Unbelievable selection of items, fun to visit and look around",Legitimate,Legitimate
14443,Don't really like the site.  I like to calculate my mortgage and check distance for my spouses work and your site is a bit hard to do that.  Also I like to see the pricing history as well.,Legitimate,Legitimate
14444,Average west side park,Insufficient Context,Legitimate
14445,"i would definitely recommend frosted axe to anyone. the axe masters are amazing and help teach you step by step how to successfully throw everything they have. they have awesome games you can play, and they even go as far as to show you trick shots if you do well! awesome music, great people, and good pricing.",Advertisement,Advertisement
14446,ok but i don't like it,Legitimate,Legitimate
14447,"(Translated by Google) Count citizens

(Original)
GreT burgers",Legitimate,Legitimate
14448,A true ALASKAN experience.. and I find using the word Alaskan to be cringey. It's a historical landmark in my eyes and the food is so great. Always has a place in my heart.,Advertisement,Legitimate
14449,"Very clean, well organized store, great friendly staff, and prices surprising good.",Advertisement,Legitimate
14450,Always very helpful,Insufficient Context,Legitimate
14451,"They're a bit more pricey, but they do offer a variety of foods and treats for your fur babies.",Legitimate,Legitimate
14452,try the halibut fish and chips mmmm,Legitimate,Legitimate
14453,Great bakery!,Advertisement,Legitimate
14454,"It was okay, typical fast food.  Items were missing from the order, the pop machine wasn't dispensing the proper mixture of drinks.",Legitimate,Legitimate
14455,Tasty food at reasonable prices.,Legitimate,Legitimate
14456,I really like this place! It's an old-school place with lots to entertain. I really like the 🧀 steak here. I also like the pool tables. Plenty of TV's make any outing watch worthy here.,Legitimate,Legitimate
14457,Tasty sandwiches coffee and helpful servers,Legitimate,Legitimate
14458,They serve the mc chicken in the breakfast time now yaay!!!,Legitimate,Legitimate
14459,Great Prices!,Advertisement,Legitimate
14460,Nice facility,Insufficient Context,Legitimate
14461,"Forget the negative reviews!!  These guys are priced for the region, have good food, and will adjust the menu for your needs.  Only negative is expired diet sodas.  But that is most of Utqiagvik.  Keep up the good work northern lights!!",Legitimate,Legitimate
14462,ok experience when i purchased my car last week.  I have had to call the dealer multiple times to get answers about where to take my car for the auto start and the sealants i bought with the purchase.  I was reassured that i would receive exemplary service after my purchase now i am regretting the purchase based on the lack of response.  I have called the dealership 5 times left messages and no response back.  I finally had to call and talked to finance they were finally able to tell me that i did infarct have an appointment scheduled.  The dealer reached out to me on numerous occasions before my purchase the follow up after the purchase has been zero.  I did email the dealer manager no responses and no responses from the sales person.  Over all if you have nothing better to do than to wait on the phone and be transferred this is your place to purchase a car.  they are nice upon purchase but no follow up after so get your questions answered and clarified first.,Legitimate,Legitimate
14463,Great service and wonderful food.,Advertisement,Legitimate
14464,Authentic German cuisine. Delicious.,Insufficient Context,Legitimate
14465,Great food and service,Advertisement,Legitimate
14466,Be cautious if spending cash That you get back the right amount of change,Legitimate,Legitimate
14467,One the best views in Alaska,Advertisement,Advertisement
14468,Possibly the top place in Anchorage for anbodys running needs.,Legitimate,Legitimate
14469,Our kids loved it!,Advertisement,Advertisement
14470,Good food and service.,Insufficient Context,Legitimate
14471,"Not like the old days,but again what is.",Legitimate,Legitimate
14472,"Bulk buys, decent prices. No membership which might even out the higher prices than Costco.",Legitimate,Legitimate
14473,Quite spendy as far as the competition goes in the area. Generally too few cashier's and the lines get backed up frequently. Convenient for a late night when Fred Meyer is closed.,Legitimate,Legitimate
14474,Nice to,Insufficient Context,Legitimate
14475,I hate being followed like I'm going to steal something. The dirty looks are just uncalled for.,Legitimate,Legitimate
14476,Amazing,Advertisement,Advertisement
14477,Always treat you right.,Insufficient Context,Legitimate
14478,Very nice customer service,Insufficient Context,Legitimate
14479,Decent wash but not a very strong underbody spray,Legitimate,Legitimate
14480,Always find what I need. Helpful staff. Clean well kept store.,Legitimate,Legitimate
14481,"The room was clean, and spacious. However the annex of the hotel we were in was sketchy we were placed across the hall from a logging training seminar so several mornings big heavy boots stomped down the long hall. Our room had the blow dryer stolen out of it and they treated us like we were dumb when we told them our room didn't have one. The staff were absolutely not welcoming or friendly they all just sit out side the breakfast room and talk and nothing gets restocked for the less than satisfactory breakfast. Our annex building had an overwhelming smell of industrial cleaner and burning electrical systems. We will not be back",Legitimate,Legitimate
14482,Always fresh always good,Insufficient Context,Legitimate
14483,Found a bug in my water,Legitimate,Legitimate
14484,Great place to get coffee,Advertisement,Legitimate
14485,"This is a trail system and day parking lot with picnic tables, stunning views...and beautiful trails with cute bridges crossing the creek. That more is the falls by the highway..  and so much more to see as you hike the trails",Legitimate,Legitimate
14486,Food was Excellent! Service was outstanding!,Legitimate,Advertisement
14487,Kava's has huge portions of delicious diner food! They have a large menu with many options and are very affordable. The staff is friendly and efficient.,Legitimate,Legitimate
14488,"I went there for breakfast. Good portions, friendly service.",Legitimate,Legitimate
14489,Its consistant and good.,Insufficient Context,Legitimate
14490,"It's a little cramped, but the food is decent",Legitimate,Legitimate
14491,Great same day pick up. Order was ready in less than an hour.,Advertisement,Legitimate
14492,Great ...,Advertisement,Legitimate
14493,Breakfast here is a must!,Legitimate,Legitimate
14494,There's a great coupon offer when you sign up for their membership program,Advertisement,Legitimate
14495,"This store is better than the Eagle River store.  Much nicer management here, especially the GM & Customer Service Manager.  I come here over that one when I can.",Legitimate,Legitimate
14496,Filet of fish was a lot smaller than I remember,Legitimate,Legitimate
14497,"Good food. A bit loud, but very busy place. Seems popular with the tourists in downtown Anchorage.",Legitimate,Legitimate
14498,Good place to eat,Insufficient Context,Legitimate
14499,Went for a reset on the auto start and lasted only 3 starts,Legitimate,Legitimate
14500,Always fun going there it opens at 5pm but it is wise to get there beforehand. A long line is usually forming by 445pm. Food is very delicious but expensive. Warning they bring out a tray of desserts and if you say yes they just put in on your table (whichever you choose). Very hard to resist,Legitimate,Legitimate
14501,Great place to see old friends and make new ones.   Great burgers!,Advertisement,Legitimate
14502,"I got my son 2 beef & cheddar sandwiches,a large curly fry and I got the half pound french dip and potato cakes and 2 large jamocha shakes. The roast beef was so dry it was like jerky, the curly fries were seriously overcooked. Several super hard fries and pieces that were inedible. They gave me less than half (of the small container they provide for aus jus) and by the time I got to the second half of my sandwich, it was gone! Half of my french dip with no aus jus! The potato cakes and milkshakes were great...since it's drive through only, AND I spent 20+ minutes getting through the line, then I called and no one answered, what was I to do? If they'd had access to the lobby, I'd have returned it....it was almost $30... I could have gotten great food at a great restaurant for the same money and they all do takeout or delivery and they answer their phones... customer service is important to them... I've been an Arby's customer for 30+ years over 3 states... I'm not wanting to go back anymore and that's just sad...
***8/3/2020*** ATTN: ARBYS personel who replied below asking I go to the address listed to give more information so that this problem can be made right... I tried several times to go to the address you gave and it's a site that can not be reached...",Advertisement,Legitimate
14503,Great selections of dog coats,Advertisement,Legitimate
14504,"This is one of my favorite restaurants.  I really enjoy having brunch here as well.  The mimosas and sourdough pancakes are a must at brunch!  I also order the filet mignon pretty frequently and it’s always perfectly cooked and delicious.  It’s nice to sit outside in the summer and enjoy the fire pit as well.  I really like how they also have special event dinners with different chefs, cooking classes, and other events like the succulent garden class.  It’s impressive that they give back to the local community and help with collecting various donations as well.  I have had business dinners, staff dinners, and just enjoyed dining here personally countless times.  It’s always great!",Advertisement,Legitimate
14505,"Always great service every visit, and good Mexican food in Alaska.",Advertisement,Legitimate
14506,Calm refreshing  atmosphere,Insufficient Context,Legitimate
14507,Old man behind the counter a bit saucy and masagonistic but they helped my friend and for us on our way.,Legitimate,Legitimate
14508,"Use the Sonic app...allows you to pull up to a pick up slot, and you can get it and head out quickly!",Legitimate,Legitimate
14509,Food was okay but they charge for corn tortillas which is part of the dish that was ordered and no Mexican restaurant charges for corn tortillas.,Legitimate,Legitimate
14510,"It wasn't busy like it normally is..we went there around 11-ish.  I like how they have the furniture more in the middle than towards the back and all the furniture is together like the lamps, beds and bed frames.",Legitimate,Legitimate
14511,Love the rocket ship play area. Pass by on my bike every time,Advertisement,Advertisement
14512,"This mall has seen better days (as all malls have). There is no reason for me to visit this mall. The movie theater has limited seating... there is no anchor department store (sans Best Buy)... and even when the summer days are hot and air conditioning is desired, it's not working or not working well...

The options for food here are lacking.

This mall is, however, clean and maintained. (The reason for the second star)",Advertisement,Advertisement
14513,Nice guys and cheap 1/8ths,Legitimate,Legitimate
14514,A great place to visit and the people here ride bikes and workout. You can also go fishing here but overall a clean park.,Advertisement,Legitimate
14515,Always fun,Insufficient Context,Legitimate
14516,"The food,service,and staff are awesome!",Advertisement,Legitimate
14517,Small but efficient airport in the northern most point of the US. TSA is never very long and AK Airlines is always friendly.,Legitimate,Legitimate
14518,"Best little shopping strip with a variety of stores...dentist, coffee shop, tea shop , bookstore.",Advertisement,Advertisement
14519,"Best Thai place in Kenai, Soldotna area...better then the Thai food trucks too. Plus I've never had bad service or problems with take out from them.",Advertisement,Advertisement
14520,Decent food very polite service.,Legitimate,Legitimate
14521,Nice and spicy wings always do take out.  A noisy place here.  But if you like that's it's perfect for you,Legitimate,Legitimate
14522,"Our family's favorite restaurant with Vegan,  Vegetarian options all day. The coffee here is amazing! A must if you are visiting Anchorage.",Advertisement,Advertisement
14523,Very nice cottages.  Quiet and private. Loved the setting and it made you feel like you had your own private space.,Advertisement,Advertisement
14524,Good stop for unleaded gas. Nearest place for 80 miles!,Legitimate,Legitimate
14525,Great food at a great price,Advertisement,Legitimate
14526,Great hardware Even gun bolts and nuts,Advertisement,Legitimate
14527,"These guys know what they're doing! Amazing service, reasonably priced... they've got my business for life!",Advertisement,Advertisement
14528,"Settler's Bay Lodge is my favorite restaurant in all of Alaska. The food and drinks are alway fantastic, the server's are alway so friendly and the owner's are two of the nicest people.  I would highly recommend Settler's Bay Lodge for a date night out or for any occasion.The food and drinks are fantastic and the server's are so nice and friendly. They have  wonderful dining for Mother's day,  Valentine's day or any other occasion.  I highly suggest Settler's Bay Lodge.  You will truly enjoyed you evening. .💖🍸🍷☕🎂",Advertisement,Legitimate
14529,"Best pizza place in town, great beer and awesome atmosphere and even hold concerts from time to time",Advertisement,Advertisement
14530,I eat pho everywhere in town. Typically Phonatik and Pho Lena. BUT. After eating their brisket Pho here... I was shocked by how good it was. Absolutely. Will. Recommend.,Legitimate,Legitimate
14531,"(Translated by Google) Name, name, name

(Original)
Nom, nom, nom",Legitimate,Legitimate
14532,Great food and service was amazing.,Advertisement,Advertisement
14533,"Huge omelette options and classic breakfast plates, very kind waitresses.",Legitimate,Legitimate
14534,Great selection of new and used records and super friendly people.,Advertisement,Legitimate
14535,Excellent as always!,Insufficient Context,Advertisement
14536,"This place is very quant. Run by what appears to be a small Thai family. Good prices, though maybe not the best pricing in town for Thai food. ~$15 for a bowl of curry, chicken with rice.

The interior is very cute and has a fun rustic feel with tons of exposed wood.",Advertisement,Advertisement
