,0
15857,"Most of the things I got my new puppy i could have gotten it cheaper from Walmart. But there are a few pluses to going to petco such as knowledgeable staff who are more than willing to help you if you ask. The reason I  am not giving  more stares is because I was duped into spending more money because  they offer coupons for free  stuff and then they charged me for it anyway, as well as did not take the % off coupon. Basically I  paid full price for everything I got."
15858,"Cool little station, I like to stop here sometimes"
15859,"Friendly staff, clean establishment, prices seemed on par with other places in town, at least for pre-rolled."
15860,The regular coffee was hot and fresh.  The ginger bread was delicious.
15861,"I went to Goldstream for the first time in 2018 and got a pair of running shoes.  While I was there, I did the running test where they look at your stride and footfall to determine what kind of shoes are going to give you the best support. The staff was incredibly helpful was patient enought to answer the 67.93 trillion questions I had.  Since then, I've started training for the Equinox and Mrs. Stacy (Staci?) who works there has been a fountain of information and is super friendly.  All in all, cute little shop, easy to get to, the staff or friendly and know their craft and I one hundred percent recommend you check it out.  It's the embodiment of the Alaska spirit.  Additionally, they also have bikes and other equipment, not just running stuff.  Like I said, 10/10 do recommend."
15862,For a Wal-Mart it's very good.
15863,Live it!  Organized a layout are perfect.
15864,It had what i needed a new belt at.a good price
15865,"Of you can't afore what you want they'll sell you something you don't for even more money with there financing programs, friend wen it with there eye on a Chevy impala and they almost got them in to a ford car with an even higher price but wouldn't finance the older cheaper Chevy what a joke buy what you want not what they sell you ! You done go go to get oranges and come home with apples"
15866,Always friendly helpful staff
15867,Great selection of beautiful Alaskan fabric and friendly service. Perfect shop for locals and tourists alike.
15868,"The staff at Pablo's was friendly, helpful, and knowledgeable about the coastal trail and nearby trail access.  And they wore face masks for COVID protection. I rented an e-bike which worked out nicely. The bikes were all in excellent condition."
15869,Love hiking and fishing here
15870,"Decent food, but bread is very soft and doughy so it compresses and sticks to your teeth.   Salmon chowder tasty but had some bones in it.  Ice cream is soft serve.  Same Alaska pipeline propaganda DVD kept looping which was sort of annoying"
15871,My wife and I come here often. Always wonderful.
15872,"I give very high praise to all of ALASKA DENTAL ARTS. They are courteous, friendly, prompt and thorough all with a genuine smile. I felt like I was in good hands. And I was, they helped me relax and we got through the procedure in less than an hour!! I send everyone asking about dentists to ALASKA DENTAL ARTS every time.  Thank you so very much for taking the 'scare' out of dentist visits."
15873,Cute clothes
15874,"(Translated by Google) Good service and a bit of everything in this place, very volatile.

(Original)
Buen servicio y de todo un poco en este lugar, muy volátil."
15875,Best wings in Alaska!!
15876,Good  value. Breakfast all day.
15877,Like Disneyland for homebrewers.
15878,"Thanks for the ride to Anchorage, Ak and back to Fairbanks during Thanksgiving!"
15879,"Good used gear and reasonable prices. Easy to sell excess equipment,"
15880,Fresh and tasty but small rolls
15881,"Bibimbap in the hot stone bowl with egg on top. Just like in Seoul, South Korea."
15882,Always has what I need and good stock of frozen veggies. And cheap toys or gifts for the kids
15883,Packed restaurant still had awesome service!!!
15884,Very helpful salespeople.
15885,Nice place. I was wondering why the Breakfast Burrito was $11.. and then it came..... and I knew.....
15886,A beautiful park not to be missed!
15887,Denali Natl. Park is seeing nature at its best.
15888,Needs longer hour of operation
15889,#1 MINI Dealer in Alaska
15890,Great haircut this morning
15891,"Polite, knowledgeable and respectful staff.... Well resourced specific to a wide variety of needs."
15892,A beautiful place...
15893,"As someone else said, you can't beat the price. Clean, well-maintained, always a pleasant experience. I sometimes find myself wishing they had certain pieces of equipment they don't, but I've never had to wait for a cardio machine. If you're an elite bodybuilder or athlete, you might have specific needs that this gym won't meet -- but for everyone else, this is more than sufficient.   Shower facilities could be better, but more than adequate. A lot of value for your dollar here."
15894,Amazing
15895,Its a Costco. You know!
15896,"(Translated by Google) Great triva night.

(Original)
Great triva night."
15897,"I've always received good service, but the quality of the food is hit and miss."
15898,Lots of neat stuff 😊
15899,Great people.  Limited car selection.
15900,Simply the best restaurant in Alaska!!
15901,"Paying Bills was relatively fast, just handed them the bill and check and was out of there less than 3 minutes. Lady was nice."
15902,"I tried to order something to be printed online. I called the store twice before ordering. I allowed my phone to find my area on the website. It sent my order to another state. So when I walked in to get my order, they asked me to send them the image and told me it would be done by 8:45 pm. I walked to Safeway to get food. When I came back, they then decided to put in my order at the back of the line and told me I would have to wait an additional 12 hours because ""it's not our fault that you messed up.""
Go to a local shop."
15903,"Great customer service, knowledgeable staff, and a good variety of weapons and gear!"
15904,Great Biscuits and Gravey.  Southern style.
15905,"Place where you can ask questions, find maps and see what is in town."
15906,Why are there never any cashiers? Simple as that.
15907,Budget rental car at the Anchorage Airport it's only about $30 not counting tax and insurance for a day's rental of a full-size vehicle but at the airport in Kenai the average cost is about $100 for a rental car of the same type for the same day much more expensive
15908,"Two options, one upstairs"
15909,Halibut was overcooked.
15910,"Good place to get materials, prices are ok, personal not too bad"
15911,I would love to see the poparbear feeding. Seen the back of them going back in. It was a real nice zoo.
15912,If you haven't tried them yet you are missing out! I normally go for the smoothies and grilled cheese sandwiches. Grilled cheese combo is the best!!! Im right next door and there couldn't have been a better place for lunches.
15913,"Pretty fast, but avoid going right at noon during the week days. The drive thru is stacked during that time. The people that work there are very nice."
15914,"Mmm, Eggs Benedict and mimosas, breakfast of champions! Make a reservation if you are going on the weekend!"
15915,"Awesome place to spend the day with kids and your pets toys to play on houses to explore and great food. Be sure to check what holidays the steam engine is working for the railroad the train ride, it is quite the experience!"
15916,"Since they gained ""competition"" across the intersection, they've just kinda went to pot. Used to be pretty fantastic, now it's just pretty dirty."
15917,Best breakfast in the Valley
15918,Great job
15919,"Great prices and good service. This theatre is a little dated, but it's a discount theatre. They provide you with more than you pay for."
15920,"I'm so disappointed constantly by this Wendy's. They have left out so many items so many times. I waited patiently throughout my entire drive through experience, in total about 9 minutes at this point, and then waited literally another 2 for a slow and nonchalant greeting again. They forgot my child's milk. Just to get all the way home to learn my entire $3 junior bacon cheeseburger wasn't important enough to make the bag.
It's not about the money, it's not hard to be cheerful in your customer service job, especially if packing 2 unaltered orders into a bag is difficult."
15921,Five years ago this company made awesome burgers but now they are cost cutting burgers.  It's a shame to see another good chain go downhill.
15922,"Bowling is great, bowling while drinking is better. This establishment is probably our best alley in Anchorage, but that really isn't saying much. The lanes regularly have technical issues and may misinterpret how many pins were knocked down during a roll. The food is pretty good for it being standard American fare, and the fries complement a pitcher of your favorite cheap beer.

That said, it is still bowling so you'll probably have a really good time."
15923,Appliance department has pretty good customer service
15924,"Sporting Clay's, walk thru, great place to shoot"
15925,Expensive tea accessories. Tea is well priced and a large selection. They also have spices and other gifts along that line.
15926,Great food!
15927,Very organized
15928,Awesome
15929,"Picked up from here and don't wait long, good job!"
15930,They have all the things and the staff is lovely
15931,My daughter's love their food
15932,"Friendly no pressure service.  They were very good at social distancing and had good health safety at the dealership.  They were responsive to questions, had an excellent home delivery service."
15933,Everything you need for your home
15934,"Ordered  2 to go pizzas by phone. Used the online menu to place the order. Online menu is easy to navigate and pictures are accurate.
Staff was professional and easy to understand. Meaning she spoke clearly and didnt mumble. 30 min wait, and staff was waiting inside to direct patrons to their ""station"" to pick up order. None to very little contact. Very impressed with how organized and proficient my short visit wS. Thank you Mosses Tooth  & staff for a job well done!!
Oh and our pizzas are delicious!! 😁"
15935,Order was on time and enjoyed my late night snack/dinner/lunch
15936,solid
15937,The couple who run the business is super nice.
15938,Good selection
15939,"Angel rocks is a really nice and romantic place the train starts off really gentle in flat if you take a path that goes left 3.5 mi it becomes a little more difficult and a lot steeper to climb than the right path 1.5mi, make sure you bring enough water because the 3.5 MI can get pretty steep if you do go up there with children keep a close eye on them because they will want to climb on all the rocks and you do not know if there is a large cut off on the other side. The signs are all so confusing because it does not show you the path that goes 1.5 miles so once you get to the top from the 3.5 five miles come to a sign that points to the trail that you came from and another sign that points to the trail that goes further but if you look perpendicular to the sign there's another path there and that is the 1.5 miles. Also another thing to be aware of is the dog owners who did you not pick up after their dogs and sometimes in the trail you may come across a little package try not to step in it and in the nice spots to take a break at the top there may be some surprises laying around up there"
15940,Slow not very helpful and bad customer service
15941,Not overly exciting but it has a nice staff and decent food.  Could be a great place for your large group to meet.  They have breakfast on your birthday which is nice for the budget conscious couples.
15942,Been here many times. Portions seem small this time around. Hopefully this trend doesn't continue.
15943,Love their pizza and salads!
15944,Good Chinese food and delivery service available in less than 1 hour.
15945,The Home School take home DIY kits are fun and delicious. Even if you don't have kids! Thanks again to the Moose's Tooth crew!
15946,Great gyros family owned and orientated goid location great food good service and clean.
15947,A bit of a wait but great service.
15948,Nice open place
15949,In need of a spark plug for the snowmachine? How about an air filter for the bobcat? Well they probably have what you need. Theres only a couple parts places in town and for the most part they seem to have just about everything in stock and will be competitive for price matching.
15950,"Great food, good drinks. It's a good idea tk have reservations for dinner or brunch. The brunch here is really great and has a wide variety if options. It's available Sunday 10-2 pm."
15951,"It was pretty fun. My son, my wife, and I went for a morning of arcade games and such. I am not sure I would go during full price hours. But in the morning when the games are half off, it was great. Played for several hours. There is not much at all for kids under about 5 to do. But otherwise I recommend it. I will probably go again another morning this summer."
15952,Best atmosphere freindly! Delicious
15953,"Great people, great prices. My go to storage facility."
15954,Gas not cheap in Alaska.
15955,"I love going here. Dr. Parliament and the staff does a great job at making you feel welcomed. The environment is really updated to modern standards and aesthetics.  Everything has been convenient and easy to navigate from scheduling to payment and follow up. After completing about 2 months of treatment and massage, my back feels completely 100% better that when I started treatment. I will be returning again if the time arises. Well worth it."
15956,"They have the best, most authentic, and delicious Philly subs here!!"
15957,It seems like they're customer services getting better and better and I had a guy drop what he was doing to run around and get all my shopping done for me yeah Christmas shopping all the kids toys and even more like I would have been there for maybe 3 hours looking for all that stuff but he took care of it and less than 30 minutes I want to say his name is Antonio so the Walmart could tell him thank you for me I greatly appreciate that
15958,Great karaoke on Thursday nights!!!!
15959,Recently remodeled. Restaurant needed an upgrade. Great customer service. Above average than others I've been to.
15960,"Good food , good service."
15961,Delicious crepes.  Love the smoked salmon and the creme brûlée.  I could eat here everyday.  Service friendly and efficient.
15962,"Friendly staff, kids enjoyed the food. Good lunch buffet."
15963,Super store. Very large. Brand new.
15964,Food was good but their tables was less desirable
15965,I get the bread and locally roasted coffee brought to me in Anchorage and they are both excellent! Keep it up!
15966,Always the slowest Subway I've ever been to
15967,Very very crowded establishment. The Marionberry jam is tasty. The quiche of the day was quite delicious as well.
15968,"It's Kinkaid. It's awesome. If you haven't been, go. If you have, then you already know.

I recommend a Yeti dog."
15969,I absolutely loved the pizza that I ordered! It's not a good pizza unless the cheese stretches from every bite!
15970,Staff knowledgeable and very helpful. Hot exactly what we came for.
15971,"Quick check in system, waited about 5 minutes to be helped."
15972,Local business. Good service.
15973,Beautiful
15974,"I really love their pizza. I used to order once or twice a week, now not that often. But you should know if ordering online with a credit card you may have problems....like being triple charged for one order... I called back a out this and basically was called a liar, that it cant happen."
15975,Nice view of seaplanes
15976,The mall is a great place to shop last summer was there there was open places and I was wondering which new shops were going to get.
15977,"Excellent service, cozy atmosphere, fast internet. Everything one might expect from a Starbucks."
15978,Nice and clean store. This is the best Walmart we have been in.
15979,"My favorite diner anywhere may be Silk City in the Northern Liberties neighborhood of Philadelphia, so I have been thrilled to find Snow City here in Anchorage.
This is for sure top 3 faves in ANC. Despite the telling long waits for a table on weekend mornings, this a first choice treat for late breakfast.
Like any favorite, Snow City has fabulous food and excellent, professional servers.
Love Snow City!"
15980,Has a wide variety of many things you wouldn't think you would see in there and many things that are just strictly Alaska I start says a lot about Alaska
15981,Great tacos and delicious coffee. Perfect for after a rainy day hike!
15982,"Good beers, community events."
15983,The manager was friendly and loved all the variety of woman 's and man 's wig 's!
15984,Wonderful environment! Nice place to spent some time :)
15985,One of the nicest Wal-Marts I've ever seen
15986,Enjoyable and relaxing
15987,"Clean rooms, nice professional staff, just a cool looking hotel. Definitely my preferred hotel to stay in Anchorage."
15988,"As with many places during this time AT&T is offering curbside service. As a mother of 2 under 3 I have utilized this service wherever possible.  Unfortunately, they have not executed it as well as many other places that offer this wonderful service.

Prior to arriving I called and had them set aside the things I wanted. Just a heads up, YOU CAN NOT PAY OVER THE PHONE.

I get there and call the store, press the button that corresponded with curbside pick up and after 3 attempts (first:  they hung up on me before asking my name, second: I gave them my name and what I had ordered, third: they called me because they didn't know where I was/ what I was driving). Even after that I still had to shout at them to bring the items to me.

When it came time to check out, apparently being 4 cars away from the building was too far so we had to walk to the front door to pay. And still, that was too far and the customer service representative had to take my card inside the building to pay for my items.

I'm not sure what convenience their curbside service is offering at the moment, but I have some suggestions for them:
1) have curbside dedicated parking (preferably closer to the building)
2) allow pay over the phone especially if you can't offer dedicated curbside parking
3) get better service/ signal for your workers to make payments especially if you can't offer the previous 2 suggestions. I'm sure there are reasons for it, but it just looks bad for a service provider to not be able to go 25 ft from the building and make a sale.

Ending on a positive, I will say that the people I originally talked to that pulled the items were helpful and friendly."
15989,"Decent hotel. Not great. Decent. Basic amenities, okay-ish breakfast. 5/10."
15990,Love this place!
15991,"Good food, bad service"
15992,I only ate at the restaurant so I'm not sure about the hotel. The food really was quite good and the service was also on par
15993,The waiting staff and bartenders are great
15994,"Big BX, large selection"
15995,Always great!
15996,Perfect quick stop.
15997,"For Arby's in the region, this group seems to stay ontop of everything, are personable & courteous. Clean environment & well made food."
15998,good tex-mex at a decent price
15999,I had Will put in a Idata start in my sons Subaru and he did a great job. Will takes his time and makes sure everything is installed and wired correctly.
16000,"Friendly service, chefs are always dishing out quality food, this is the place to go if you want delicious ramen/udon."
16001,Betty is amazing.
16002,They always take care of me
16003,"Everytime I stay here there's an issue. Time before this they gave someone else the keys to our room and we were nearly walked in on. This time the checked me out of the room on their own, hauled all my belongings off to housekeeping. I was able to recover them all but overall a not great experience. Front desk staff was very good about it all however. I just wish it didn't happen."
16004,Valerie is the best for taking me here before sending me back to the lower 48s. Great food here recommend the fish sandwich and shakes
16005,A place to lay all my troubles and talk to God.
16006,"Unusual cars, and more unusual to see the fashions that were worn at the time they were young."
16007,Good work on mufflers
16008,"(Translated by Google) This is the place for salmon fishing

(Original)
Das ist der Ort zum Lachseangeln"
16009,Beautiful hike
16010,"the food is delicious and the service was great! It is a very popular dining location (for good reason), and it was very busy. We were seated right next to another group of people,  so there was no chance of an intimate or private conversation."
16011,Good food and various meals that are appetizing
16012,"Best hotel in kodiak, clean rooms, friendly staff great location"
16013,"Transferred me three times on the phone before the order, showed up after 1.5 hours and the food looks like pig slop all smushed together on one side if the box. No napkins, no Pico, no forks, no clue , no stars! Maybe the're better if you walk in but avoid their delivery."
16014,Friendly staff
16015,Beautiful view.
16016,"Great food, fun servers
Nice view"
16017,"It's a dirty dump, needs a good cleaning"
16018,See Nistor and Dave McDonald for a quick and painless new truck purchase!
16019,Always great 👍 sevice
16020,I think the Cost of the 'Red Bull smoothies' should be re-evaluated... Votes?... Or am I the only one that thinks that?.?.?
16021,Great place to see the aurora in the winter nice rock pool to heal all your aches and pains.
16022,"Read these reviews first!   Time for a better restaurant to move in.

Meh to nah.  Much better places to get a $16 burger.  Very boring burgers.  Some ""Legend"".  Even the bacon was blah.  Very little flavor; buggers are easy, right?  Canned mushrooms, seriously?  Same with the soup.  Yawn.  At least the pretzel was good, but the mustard and special sauce were kinda generic.

Stopped on a whim to get lunch for the crew.  No one finished the take out.  And the banned me from making take out decisions.

At least the service was friendly after getting attended too.

The tourist/puker crowd must keep that place alive.

We're going to Tommy's Burgers from now on.  That place is 6 stars - outta 2."
16023,Safe and fun place to shop! They have the best shops here
16024,The food is great
16025,"Always good food, friendly staff!"
16026,"Amazing food, great prices, and there napkins smelled amazing ❤️"
16027,The bread and cane sauce is delish!!
16028,Fitness folks will love the sAuana and steam. Nicest staff  to visit when staying in Anchorage
16029,"Love being able to buy in bulk, always love the samples of course! Everyone is friendly and helpful! Love their return policy as well!"
16030,Great coffee. Nice place to work.
16031,This is my go to home improvement store in Anchorage. It is great that they offer a 10% military discount.
16032,Worked here in 2014 looked up address on phone
16033,"What kind of Mexican restaurant does not serve horchata? Chili verde was sub par, no flavor and waaay too salty. My server was standard"
16034,"Arrived 40 minutes prior to closing to grab some quick eats and staff turned us away as they said they were closing up. He said only grubhub and online orders were being accepted, so we considered ordering from the parking lot, but didn’t since we were unwelcomed in store. Nothing online or in the store mentioned closing early. Could have been handled better. Wouldn’t recommend on service alone."
16035,One of 2 venues for shows and concerts
16036,Excellent service
16037,"The best family-ran, hole-in-the-wall restaurant & bar you'll find in Anchorage! Excellent food, exquisite drinks and a warm, inviting atmosphere can make this place feel like a second home!

A true hidden gem tucked away deep in Spenard, Fiori is the place to go for a long evening of food, drink and merriment. This is not a restaurant for a quick-bite to eat; it's an experience to be had where meals should be savored, drinks sipped and one can easily spend hours unknowingly.

A wide variety of excellent dishes make it hard to recommend any particular one, but the portions of each are always generous and something can be found to fit your current appetite.

The place truly shines behind the bar, with an extensive collection of wines and liquors backed by the best bartender in Alaska, Ylli Ferati. The man has mastered classic cocktails and has crafted an arsenal of his own amazing creations. If you're lost by the staggering amount of options, he'll find the right thing for you based on your taste! Enough can't be said about his collection of whiskies and knowledge thereof.

Truly an amazing place, better spent with a good company and a whole open evening to relax and enjoy the Fiori experience!"
16038,Waited a long time for my pizza and it was nothing like what I ordered
16039,"Usually no line, not an automatic car wash.  We usually go there when dirt and grime really stuck on as sprayer helps a lot."
16040,Literally the best massage I've ever had in my life. Her technique is fantastic and I am so relaxed and feel so much better. Thank you for listening and doing all the things I asked for. Can't wait to book another appointment! Thank you Tammy Jo!
16041,"The employees don't know where anything is and they'll just tell you we don't have it, all of them are rude and barely speak english. I know this is common."
16042,GOAT
16043,Nice place to shop for outdoor stuff
16044,"Quiznos isn't that far away, and far tastier.  I have never been a fan of Firehouse Subs, and I was even a fire fighter (so I guess I was obligated to try it)  neither knee, nor my wife enjoyed it.  The general consensus was Subway or Quiznos.  We just thought we would give it a try.

There were lots of people in there, the crew was friendly, but the food just didn't cut the mustard (whatever that ACTUALLY means)

They had a dining attendant who promptly wiped our table (as stated, they were busy, short turn over on tables).  She was friendly and brought our food over when it was prepared.

I don't think we will be back, not that they didn't try, it just was not to our liking."
16045,Great place for a classic American lunch !
16046,Great place to eat
16047,Not the same as Nordstrom.
16048,Good variety of food. Good service.
16049,Love this store chain.  Always helpful and they offer great values.
16050,I believe is best tasty fast food.
16051,"Great food and service! Also great for kids!! I've gone there for years, the dogs is always good!!! This is somewhere is definitely visit again and recommend to others. It's really a place the whole family can enjoy! It's a great environment too!!"
16052,"5 stars for service and atmosphere and a few of my favorite brews. That being said, I dont have much micro brew experience. I know all of our beer tenders and alot of our locals enjoy a pint or 2 after work most days. 2 PINT MAX.  ITS GREAT! Sometimes too noisy but avoid ""HAPPY HOUR"" and afternoons are peaceful and weekends vary. This is a great spot for a short social with friends and pooches ( yes, dogs allowed on a leash and good behavior) and little ones too ( no leash, but well behaved and with parents always) 🙂. Enjoy a sample if your not sure. Like something and dont want to hang, get a growler to go or a ""medicine bottle"".T shirts, hoodies and souvenir glasses and other swag. You'll have to stop in and see. You may even admire/ purchase artwork from any one of local talented artists. Maybe even say hi to me.
Or check out those colorful sunrises"
16053,Quick service good fresh food.
16054,Did my first pickup order.  It's was so convenient and the staff were so nice!!!
16055,I was there for 5 hrs without food
16056,"Fantastic food, friendly staff, good atmosphere"
16057,"Very good, prices are reasonable."
16058,Couldn't believe the price of the 1/8-40$$$ with 20% THC. That's a deal to good to pass up
16059,Dan and his crew are truly rockstars! They went above and beyond expectations to repair my old car. They bought additional tools and spent time after hours to get me back on the road with a safe ride. I’m grateful to have such a friendly and customer service oriented business in my hometown. Keep up the good work and I will be back for sure.
16060,"Booze oh yeah, they have what you r looking 4"
16061,Always a great help on finding what I want
16062,Great bartender
16063,KaiLeigh is the best barista in Wasilla
16064,Normal Walmart but we got all food needed our Denali expedition. McDonalds with Denali burger inside of centre.
16065,Dont recomend
16066,Best damn Burger's in the state. Anyone who tells you otherwise is either woefully misinformed or trying to sell you something.
16067,"Usually we pick a good/great movie but we believe we waisted our money seeing ""Joker"". What a let down."
16068,Amazingly delicious and authentically Mexican food! You will not go wrong with any dish that you choose! Absolute favorite. I recommend this establishment to everyone!
16069,only for meat
16070,"These guys are the best! Timely and thorough work, professional attitude, and knowledgeable about their products — all topped off with a great price. You couldn’t ask for better service. I will be going here for all my car electronics needs."
16071,Not a bad place. I was surprised at how small the theaters are. It seems a bit older. But it's movie theater. The line for snacks was super-long!
16072,Very organized store with people always willing to help you find the book you are looking for.
16073,"Great atmosphere, staff was pretty friendly. The food was good, not great and slightly over priced. I would probably go back again."
16074,Awesome parks
16075,I love Outback
16076,Honestly always spot on. Never had any hiccups since they opened after renovating. They are what you can expect and more from any other Wendy's around the country. I would go more if I could mentally accept all of the Dave's Doubles haha
16077,Amazing for food and desserts!  A new place to bring guests.
16078,Great location.
16079,Great food with large portions and reasonable prices.
16080,"(Translated by Google) I love the place is super cozy I like the decoration

(Original)
Me encanto el lugar es super acogedor me gusta la decoración"
16081,Amazing place but seems there are always lines for the bathroom
16082,Very serene place to rest for a while or take a hike.
16083,busy
16084,I'm not even sure what's in this mall.
16085,Beautiful place
16086,"Not impressed.
Slow service and horrible food. $30 for shellfish fettuccini which consisted of 3 over cooked dry shrimp, 3 under cooked scallops, and a pile of dry noodles with cheese. No sauce whatsoever and very, very dry!
Took a long time to receive our ""reserved"" table and our food.
For the high price, and poor quality of the food and service, I will take my business elsewhere.
Also a very loud atmosphere. We had to almost yell just to have a conversation.
I highly recommend you skip this one! Not sure what all the hype is about."
16087,Got charged for a large coffee and go an midsized one
16088,Small and simple store
16089,having sushi with my son
16090,Good food. Excellent customer service!
16091,Great place
16092,Large variety of antiques at a reasonable price.
16093,I had a white chocolate mocha latte and my daughter had the fruit and cream crepe. It could have only been better if they made their own fresh whipped cream (it was the aerosol can kind) but both were still delicious. The restaurant itself was clean and bright and the service was great. We'll definitely be back.
16094,"Okay dept store, good grocery selection."
16095,Great service
16096,Friendly good service and good selection of sandwiches.
16097,Real PSL!
16098,"OK food, basic dinner food."
16099,Great service. Fast n friendly
16100,Expensive
16101,"Great senior breakfast. Homey, good service."
16102,"Good jumping off point for new families to the area. The staff and very nice and professional and address all repairs promptly. Rent is a little high for older townhouses that could use some interior remodeling, but they stay nice and warm in the winter and the roads stay plowed. I was freaking out when I found out about the blacklight inspection of the rugs and heard some horror stories. While we don't have a dog, I was potty training a toddler. But Nature's Miracle and a wet dry vac is all you need to stay on top of it. They were really great and accommodating in the end."
16103,"Usually have every part I come to need, in stock. I usually call all four auto stores when looking for prices, and I go with O'Rielly's 98% of the time. If you have an import - Toyota, Subaru, Honda, Mitsubishi.. they probably have your parts in stock."
16104,Awesome food
16105,Awesome store
16106,"great burgers and french fries, didn't cost am arm and a leg and was wonderful! the service fast and friendly!"
16107,Costco was great the wife and I got a membership I Miss Lori was really really nice
16108,I’ve gotten a few tattoos here and always leave so happy. You wont leave without a good laugh and a satisfied experience. Wouldn’t go anywhere else!
16109,Overpriced
16110,"My husband and I went here for the first time, around 1pm to use our vouchers from the radio station. We sat outside, ordered drinks, appetizers, and hoagies. We got our drinks and appetizers shortly after, but then it took another 45 minutes to get the hoagies. Our waitress was very friendly and apologetic, thanking us for our patience. Im hopeful that they were just having some sort of difficulties that day, and that was not a normal wait time. I will go back and try again, the food was worth it."
16111,"Very bland and chewy ""chicken"".  Avoid at all cost.  I've rarely ever thrown an entire meal away, it was easy with this one."
16112,Always have loved this location..even tho I should be staying away from fast food; cant help it when the customer service is great and the food is always made correctly!
16113,Thorough and thoughtful! Even in -4 Fahrenheit! They honor the promise of redoing the wash (only happened once) due to freezing weather!
16114,"Decent Mexican food, but the quality is high"
16115,I came in to use the bathroom. It was very clean. Then I just had to have a meal. Yumm
16116,Nice paved trail.  Crews are working on the trail clearing trees near the path.  I saw a moose..  Nice nature walk with some elevation changes.
16117,"I am a regular at both locations. Today I got to Sara's too at 6:58pm. The store closes at 7 p.m. as I got close to the door, I saw two employees run and lock the doors and turn off the lights. If you don't want to serve another customer, close to closing just say so. Lame😔"
16118,Great people! Decent food
16119,Great
16120,I have purchased a lot of furniture from these guys over the years.  Great customer service and easy to deal with.  Thanks!
16121,It's fun
16122,Meh.  The nice imported decor doesn't make up for mediocre food.  Not bad by any means just wouldn't go out of your way to try this place.
16123,"Food is a little oily and greast, but it tastes good and doesn't leave you feeling sick."
16124,pretty girls great coffee excellent service win / win!
16125,"Free boot stretching up to 3 times with your perches, you find that service at foot locker lol but I half to say you will be paying for that premium quality it's not as bad as some places but it's a true boot shop they sell quality not quantity!"
16126,I never feel welcome here.
16127,"Excellent repair and great, friendly service.  I called a competitor for a second quote that was three times higher than Denali Glass.  These guys got me in for repairs on very short notice since we live well north of town.  My highest recommendation!"
16128,The pizzas 🍕 are always good and they are made fast! The store on Ft Wainwright is our favorite.
16129,"New place, nice people."
16130,Always nice and clean.Fun for family
16131,Best buffet in town
16132,Comfortable.
16133,Wish I had more money...  haha!
16134,"It was quick, they are nice, and most especially the service was free"
16135,"Was here for Octoberfest, what a fun time! Traditional food and lots of Paulaner!"
16136,Nice spot in town to grab a quick latte
16137,Not very many selections. Not very good quality.
16138,Found the area in the car that was causing a foul odor  - we couldn't find it ourselves.
16139,Friendly & cheerful service
16140,Knowledgeable staff. Clean and well stocked.
16141,"Unsure... been here a few times. Too many kids running around. Upscale chuck e cheeses... wish they kicked them out sooner than 10, so we could drink and be merry, and not have 12 year olds with their parents debit cards and stupid hair cuts running around. Foods is ok. Service is slow. Drinks are  overpriced."
16142,Petroleum Club is members only but they hold lots of business meetings for the public. Great food and service in a relaxed atmosphere.  Below is Red Dress dinner function 2 days ago.
16143,High prices
16144,Fast.. I had to travel the same day to Fairbanks. The did it in an hour!.  Best price in town! .  Exceptional customer service.
16145,Quick and courteous
16146,Great food & Service. The bbq sticks are so good. I always get at least 2 of those on the side 😊
16147,They didn't have what I wanted and couldn't or wouldn't order it.
16148,"Usually pretty clean, otherwise there's not much to say."
16149,Fun and funny!
16150,"Today was good? But the last 2 washes were a ripoff, was out of spot free, left car all spotty! Also ran out protectant,  had to run to another wash facility, both times cost me double,"
16151,I love the selections available. And they always have great seafood at decent prices.
16152,"One of my favorite pizzerias is this company great service, military friendly, good pizza and it represents Alaska."
16153,"This is a run of the mill family restaurant or greasy spoon. The food is more for drunk people or people with a hang over. The food is plain, not seasoned well and just pretty typical of an out of the freezer eatery. The staff seem fairly nice though."
16154,Great service from Pat.
16155,Alot of cool stuff
16156,Very good food trust me try the cinnamon delights there so delicious and sugary
16157,"Cute, local place with a taste burger and amazing milkshakes."
16158,Wish they still served beer and wine but I guess the kids like it.
16159,Love the Irvin pottery at the fair.. Great food and wonderful music.
16160,Loved going here but since this whole covid thing and hour change cant get to it. Would like to be able to go after work but I'm not off until 12 or 1am.
16161,"Pretty good place to stop in an eat if you feel like not cooking. Really good food, but it's still just a breakfast food place to me. Service is great, waitress's are nice an friendly. Great place to go if your feel like eating breakfast still food. I go here usually once every couple weeks."
16162,A wide variety of interesting pizza and open late. We chose one at random and were not disappointed.
16163,"I dont see how this place is so popular, although i assume most people cant tell quality steak. Just another chain."
16164,We ordered crispy tacos and they were quite soft.
16165,"Most amazing view! And a great little roadside to eat, grab a good cold beer while exploring the area."
16166,My wife and kids and I enjoy eating here. Great mongolian bbq and buffet.
16167,"Typical menu and offerings of the chain for basics at a reasonable price, slightly above average in service and food preparation at least for breakfast. This location is well run and has menu options that let you build your own breakfast which was refreshingly nice."
16168,"LOVED this hike. About 1.5rt or so, pretty easy start, only harder part is getting through the rock field, either climb over or walk around through the water. The ice cave is absolutely stunning to see!"
16169,Thanks for all of your work on the job done by this morning and I'm happy help with your work
16170,Great brands good discounts
16171,"They have great service, its clean and the food it good."
16172,Young kids always have fun.
