,0
13913,"My fettuccini Alfredo tasted fantastic, originally $13.  I then added mushrooms $3 as listed on the menu.  I inquired about adding shrimp. She said they can do it but didn’t let me know what the price was. I expected it wouldn’t be that expensive. Was I surprised!  The up charge was $12. (That’s $3 a shrimp for 4 of them).  Absurd.
From the start there was no silverware she forgot that request, actually we had to get up and get it ourself.  She kept forgetting things.  Each time she ran back to get something it took several minutes. It appeared that she was serving another table before grabbing an item she forgot.  The clean and nice. Just not sure why serving us was so difficult. It wasn’t that busy on a Sunday night. We only had a side salad, the fettuccine, a hot chocolate and a dessert."
13914,Delicious pizza and many gluten free options. 👍
13915,Great place to  shop    and people are kind
13916,I like it but during the winter enerting to get your car vacuumed there is a big pot hole from the ice that needs to get fixed because I didnt even know that there was a pot hole and I went right through that and caused a leak under my car and dented my passenger door from the bottom. I notify the workers before I left I hope they fixed it.
13917,"Beautiful Lake filled with salmon during part of the year. Nice 5 mile walk around the lake. Great for camping, kayaking and picnicking. Sadly, summer 2019 the camping area was closed due to falling trees. Hopefully it will open again next summer. One of my favorite spots that’s not too crowded with tourists in the summer. More of a locals place."
13918,Best place for late dinner for busy people
13919,"Fantastic pizza, a little over priced and takes a while to get but well worth the wait"
13920,They are there for people in need!
13921,I've taken my animals to all of the vets here and they are just the best.
13922,Just great ice cream! Wouldn't really eat burgers here again mainly dessert.
13923,Very family and wonderful customer service
13924,I ordered chicken stir fry with veggies and white rice. Got  four fried chicken wings on a stick on top of a small slice of bread. And the lady there spoke good English
13925,"Very busy on this holiday weekend. Well maintained, wide trail with wooden stairs in the steepest places. Only one bad rocky, slick spot. Great views from top."
13926,Quick food for lunch. Staff not always as helpful As could be.
13927,Got married here!  Fantastic building rental and beautiful lake.  The perfect spot!
13928,Home
13929,"Great pizza, great beer. Usually a line, but always worth it!"
13930,Upper class Walmart in red
13931,Love it
13932,A little bit dirty and unorganized.
13933,Cant get enough of this place
13934,Awsome place to eat great food!
13935,Pricey but good
13936,"The worst fast food I have ever had! I had some hot wings delivered to me last night I took 3 bites and threw the rest away, this food tasted like the oil that was used was several months old! I am very disappointed, a waste of my hard earned money! $38.00 down the drain. I will never eat there again!!!"
13937,"A throwback to a simpler time. One of the last true ""roadhouse"" type joints in Alaska. I saw several plates come out while I was waiting, and all the dishes looked hearty and well put together. I stuck with a classic diner bacon cheeseburger, and it was spot on. Griddle fried bun, lots of melty cheese, and nice thick bacon on top of a 1/3 lb beef patty. The pies are legendary, and if I hadn't had another 200 miles to go, I would have indulged. Great food in a picturesque locale."
13938,"Waitress was a little aloof but drinks were cold, food was good."
13939,"If you need paint, go see Wendy at South Lowe's. She can make any color and service is always a 10!"
13940,"This is place is right behind the hotel that I'm staying at. Figured why not give it a shot? Took 30 mins to get my hot dog and chili fries.

The hot dog was ok, but for $5 I was expecting a bigger hot dog. The chili fries were made with generic Sysco (food service) crinkle fries and the chili was canned Hormel-quality chili. At least use Wolf Chili without beans, goddamnit. Don't know why it took so long to make my order, I was the only customer at the time. The poor girl who worked there was nice enough, but she had that look in her eyes like her soul was dead.

Overall, 2.5 stars"
13941,Efficient and courteous service.  Nice to have a GCI store so close!
13942,"Friendly staff. Hours of operation are fewer than  two of the three other auto parts stores in Eagle River. This store tends to have the parts I need, when I need them, for all four of my vehicles.

There is also a significant discount coupon available (for many years) on the back side of the nearby Fred Meyer receipts (25% off as of this review)"
13943,"Dirty sticky menu's, poor service ."
13944,"As a long time resident of Fairbanks, I love this bar."
13945,Fantastic authentic Mexican food!
13946,Excellent food. Nice people.
13947,"Great bar, consistently good food, great staff.  Owners truly know the meaning of hospitality."
13948,Groceries and Sundries
13949,Good service
13950,"Very accessible, good rates."
13951,Great breakfast for a reasonable price.
13952,One of my favorite places to eat!!!
13953,Great food!
13954,"We got there close to 11 am. One girl was on her lunch as she was sitting down eating, another girl looked as if she was stoned or just woke up & the 3rd  girl seemed ok. The girl that was on lunch whom seemed to be in charge of the other two, returned to work with food in her mouth. Mouth was stuffed full you could see her food, hair was a lil messy & she was wearing flip flops...she did have socks on, thankfully. The food was fine other then we had the same kind of bread but it looked a lot different. His was nice & golden my pretty dark but the taste was fine."
13955,Amazing life story of salmon
13956,"Haven't been to every dispensary but this is by far my favorite one. Not only do they have great smoking and edible options, but they also have awesome merch and salesmen"
13957,Hassle free guidance rendered to the tourists.
13958,This particular location has some the most careless food service staff in the world.  There are some items on the menu I like on occasion and have gotten them about 2 of 3 trips.  I will avoid this store and go to Dimond Center if I am craving a breakfast sandwich or Whopper.
13959,"Here's an edit after an amazing response from management which made me stop and rethink.

I'd complained I didn't like the lack of a lift to take baggage upstairs. The lack of air con. And the disastrous bath design.

The response was to say they'd strip out the baths. Rethink aircon and reconsider luggage. I'm impressed. A management that responds like this is one I'd support, I regret not meeting them when I was there.

Still no safe in the room.

I raise it to 3star.  Gracious of me I know. But thank hotel management for taking suggestions seriously and in good humour.

If you have issues, address them with these guys on site. A rarety is a management that listens. Cheers"
13960,"Great price for a pick up order, the girl at the counter was kind, courtious and funny. And the pie was great, so we're the wings, they just melt in your mouth. Overall great experience. Good job. The place was clean and we'll lit,  the pizza stations are in fast pace and well thought-out, very nice place."
13961,Truly really great phillies!  Wide assortment and combinations.  Great kids menu also.  The most surprising part is the roll the Phillies are on.  They are toasted to perfection and so soft and delicious. I highly recommend the restaurant.
13962,"Well its a Wal-Mart, and wal-marts are well wal-marts. SHOP LOCAL WHEN YOU CAN.
Paying a few bucks more will support your local economy."
13963,"I love this place. I love the cheese and gallery that they are inside. The staff is really helpful and knowledgeable on pairing and quality to suit your individual tastes. I wanted to rate them 1 Star despite how much I love this place and used to eat there frequently. The owner ruined the experience. I called at 11:30am to ask her if she would be interested in collaborating with my employers wine tasting by providing great pairings. She was abrupt when I couldn't speak fast enough for her. She stated I am in my lunch run now so call back. And, hung up on me. I will not be back nor use her business for this great opportunity to get her product out on larger scale. Pretty sad because I miss the great cheese."
13964,Fabulous
13965,Super expensive with sub-par menu offerings
13966,Took great care of me and my vehicle
13967,This is the place to come for all of the Seahawk games!!  They are great!
13968,Very helpful and courteous.
13969,All we needed for an overnight
13970,Awesome selection of beer and food
13971,Best pizza in Ketchikan!
13972,"Great soups, breakfast sandwiches, and burgers. Their customer service and price isn't always great though."
13973,Great service with a smile! I like there frappicinios!
13974,Good spot good work. Honest.
13975,Hmm lamb and eggants.
13976,"If you're looking for newer and cleaner fuel pumps then you need to visit this Fred Meyer Fuel Center.  These pumps look brand new and all the buttons work; how often do you find this to be true in Anchorage?  The location is great because I'm not dodging shopping carts and crazy parking lot traffic.  I think you'll enjoy stopping here for your gasoline.

If this review was helpful please click the Like button."
13977,Great place to stay.  Even if you are just camping.
13978,The old gray haired gentleman employee us a ride as hell. Shouldn't be in customer service.
13979,Great food and descent pricing I have found my new spot for pho on Muldoon!!!
13980,"Simply amazing. I LOVE the attention and time they take with each item they prepare for you. Nothing here is boring. The menu is to die for, even if you’re not the adventurous type, you will be so happy you tried something new! I haven’t been disappointed with one little thing here. The atmosphere is cozy yet happy. You feel
Like they’ve known you forever when you walk thru the door. It’s worth every penny you spend and a date would be impressed with the experience - as it isn’t “just a meal”. Good wine to top it off. I’m getting  hungry thinking about it! Yum!"
13981,"Beautiful!  Whales, puffins, glaciers, seals, eagles."
13982,"Always tasty, clean, sushi."
13983,Great easy access hiking area
13984,Various activities and recommendations for adventuring Homer and surrounding areas
13985,We were referred to this place as we wanted to get away from the touristy places.  It did not disappoint.  Nice little local joint that serves the best fried haddock that I have ever tasted.
13986,We went here to just have drinks and wait for our husbands to come back from a fishing trip. The host was kinda rude and didn't seem happy that we were there another lady brought us water and never said a word or smiled. We were starting to regret our pick for our wait. Luckily our waitress Jennie made up for the horrible intro to the restaurant. Jennie came to our table with a warm smile and a very pleasant and helpful attitude 😊. We each had a couple of drinks and my niece had a Shirley Temple. The food sounded amazing but we didn't try any.
13987,Fast food
13988,Great store!
13989,Quick and easy and inexpensive!
13990,"The gals were extremely friendly and helpful to myself, my mom, and my sister who all individually needed help with different things. They were outspoken and were glad to hood a conversation and helped us find the exact products that would work best for us. Price on alot of items aren't bad but we careful cause it adds up fast. 😂"
13991,"If you like buttery and cheesy food, this is the place to go!"
13992,Food was pretty basic
13993,Great
13994,"Excellent food, great staff and amazing prices. First time here and loved it."
13995,No comment
13996,Great place friendly an help nice cars clean an great gas mileage
13997,"CASH ONLY! (They do have an ATM on site.) I used the shower facilities only, but it was a great experience. The staff was super friendly, the showers we're clean, and it was super easy. A little pricey at almost $6, but still worth the money. I will use them again. They appear to have excellent laundry facilities as well."
13998,I admire the work that they do here they saved many marine animals it's fun to go and see all their displays great for kids and adults We joined in their membership program
13999,"Great choice if you're looking for robust,a fordable gear."
14000,Beautiful
14001,Good food and great service in north pole.
14002,Food was hot and fresh. Employees were very nice.
14003,Store is looking a little old.  Needs a good cleaning
14004,Best bar food in town ❤️
14005,Little out dated
14006,"Good place for outside recreation, just needs rent a cans or bathroom facilities"
14007,Love it! Great food! Great prices! Great staff! They make you feel like family!
14008,"I got really lost in there trying to find a friend's place. There's street signs, but none that are registered with Google Maps."
14009,Who ever came up with this place was on spot for what Military Families need in AK. I can get on the elliptical machine and my kids are right there next to me on the indoor park.  It's was much cleaner than the fast food indoor parks I've been to as well.
14010,"Excellent, excellent tour company. Great pilot gave us a circle flight at the Dawson Hwy bridge over the Yukon River, then Rachel, our van tour guide was outstanding in her knowledge and driving ability as she drove us back to Fairbanks from Coldfoot. All the stops, the meals and scenery were perfect."
14011,Nice selection but a little over priced
14012,The bread for the dips are fantastic. The au jus is the best best I've ever had
14013,Hard to get but I like my bacon CRISPY
14014,They sell kimchi!!!
14015,"It was great. After hiking the trails, I stayed to have lunch at the restaurant and to relax at the hotsprings."
14016,"It's taco Bell, give me something to work with Dad you guys do have tacos and nachos and burritos Arby's still has really good jalapenos why why don't you guys"
14017,"Awesome place! Cool toys and amazing selection of board games. 40k is here too, if that's what you are into."
14018,"Our accommodation was in a small cabin with restroom, nicely decorated and fairly inexpensive. However, the cabin was located directly next to the highway and with the branches of trees scraping the roof and walls was very noisy all night. Overall was a good experience."
14019,I always appreciate the law enforcement discount! Most places around here don't do that!
14020,"(Translated by Google) Ehh!

(Original)
Ehh!"
14021,"Generally decent selection of groceries, about what you'd expect from a Safeway store.  The 'natural' section could be enhanced... Natural Pantry is a better option if this is important."
14022,Good place to take a break.  There is WiFi.
14023,"(Translated by Google) Best coffee in the area who comes from Europe! No filter coffee or other Ami puddle. You own a real coffee machine! Prices are very good! Very nice service!

(Original)
Bester Kaffe in der Umgebung wen man aus Europa kommt! Kein Filter Kaffe oder sonstige Ami Pfütze. Sie besitzen eine richtige Kaffe Maschine! Preise sind sehr Gut! Sehr nette Bedienung!"
14024,great for rc
14025,A great place for those of us who hate going to wal-mart!
14026,Food court pizza is a must have!
14027,Views were nice but way too expensive.
14028,Different. Don't bring toddlers- too many safety issues. Not a handicap friendly location. More for able bodied adults.
14029,"Love, love love this place.  Every time we visit Anchorage this restaurant is a must!  The food is fresh, tasty and presentation artful.
Caesar salad had an asian twist and the beef curry was pleasingly spicy but not over done."
14030,Went in to Arctic Ammo to pick up a firearm transfer from buds. Great family atmosphere and the paperwork was completed quickly.
14031,Had an emergency lock situation on truck topper. The lady at the front counter was extremely helpful and took care of the problem in no time. Was in a hurry and didn't get a chance to thank her. Much appreciated.
14032,Great family restaurant and to top it off they have dole whip!
14033,"The sushi was great. It was packed but we got our food in a decent amount of time. The servers were on top of it.

The best part is that there were a lot of gluten free options for the sushi and main deal.

The bathroom was clean."
14034,Once again at Sheraton in Anchorage.  Still the best place to stay.
14035,"Great store, they have different types of souvenirs and the prices are a good call."
14036,"Two lessons in and I want more. I can’t decide which was more fun, working on the bouldering walls or belaying. A great deal of thought and technique are used in this sport, so the time passed so quickly. I can see how people who take climbing up as a hobby end up working at gyms like this, it would be easy to spend the day wanting to push yourself further. My instructors, Spencer and Jeff, were both excellent (and patiently endured my complete lack of experience). Membership at the gym isn’t required for introductory courses, so anyone can give it a try without making a huge commitment. If you do decide to join, they also have a full gym that is available for use. There are great deals for families and they have an option, for a very nominal fee, to allow your membership to go dormant if you snowbird or just want to slack for awhile. If your a beginner, like me, just come with the attitude that kids shorter than your knee will surpass you from the start...humbling and endearing all at once!

Update: The Adult/Child Frigid Flash Competition & the The 24th Annual Vancouver International Mountain Film Festival presented by Arc’teryx are both going on right now...check out their website for information."
14037,Great program
14038,Toyotas and subarus best in town.
14039,"The Kobuk is a little of everything that is great about Alaska: rustic, historic, friendly, charming, fragrant, delicious, and just a little Russian. Drop in and try their signature Samovar tea. It's too intense for more than a sip, but it's a great sip. Shop for European chocolate or handcrafted Alaskan swag. The real treasure is the cafe in the back. Artisan tea, homemade donuts, great Italian soda, and more. Sit by the fire or, if it's warm out, enjoy the patio. You really can't go wrong. Its the least tourist-y gift shop in downtown."
14040,"Almost the same as the gas station, only restaurant orientated, and more self serve"
14041,Lettuce was a bit brown this last time. Love the salads usually because they are usually very fresh. Was not the case. I hope they fix that.
14042,Jesse was our server and was on the spot with our needs. It was quiet and clean. Had a very nice dinner with my wife
14043,my favorite place
14044,"A caring group of physicians . Dr. Moll is the best ever, a doctor who does everything. He's a great diagnostician.   I also really like Jason Hedberg,  the PA for the practice.  So pleased I lucked into Dr. Moll when I first moved to Anchorage and Jason takes great care of me when Dr. Moll has a day off. They never minimize  always seek the correct diagnosis and treatment."
14045,Good place to buy things for fixing and maintaining a boat.
14046,Staff has always been friendly and helpful to me
14047,My wife and I had a great time! They have a reasonably priced food and drink menu.
14048,interesting
14049,"CASH ONLY! (They do have an ATM on site.) I used the shower facilities only, but it was a great experience. The staff was super friendly, the showers we're clean, and it was super easy. A little pricey at almost $6, but still worth the money. I will use them again. They appear to have excellent laundry facilities as well."
14050,first the place is packed!! the food and service are top notch!! a little pricey but you can find a bargain. but honestly let's be real it's worth every penny.
14051,I use to work at a Subway in Texas and yet every time I smell the fresh baked bread I just want to eat.
14052,Great
14053,Halibut and Chips and the Fish tacos are great. Quick service and a nice view from the restaurant.
14054,I enjoy both Japanese and Hawaiian food and they do it very well. I also like coming here for shaved ice.
14055,Thoroughly enjoyed the atmosphere and the food. The portions were large enough I couldn't finish it but there's never a complaint from me about that!
14056,Very cool place. Lots to see.
14057,Pretty good service for fast food. Good covid mitigation in place. Other than that... it's 🌮 🔔.
14058,Offers good selection
14059,Mmmmmm sorry I'm too busy eating their wonderful foood
14060,"If you're looking for something, Troy will help you find it."
14061,"This location is on par with most of the others I've visited. The restroom was ok. The wait in the drive thru was a little long, but the FF were nice and hot! 😀"
14062,"Really amazing park. The ranger was very kind and helpful, gave us many tips to enjoy our visit"
14063,"Just so you know getting a five-star review for me is very difficult. So if you've earned a four-star review count yourself lucky. The wait staff was super friendly and attentive. He answered all of my questions happily. He recommended an appetizer that was off the charts delicious! Highly recommend the tostaditos! Super delicious and huge! I also got the Tijuana taco which was pretty good but stuffed so full and so sloppy I couldn't eat it like a taco and had to eat it with a fork. I also ordered the fajita supreme with both steak and chicken. It was pretty delicious came out sizzling and amazing only thing is they forgot the mushrooms which was the reason why I got the supreme in the first place. However I didn't realize they forgot mushrooms until we were boxing things up to go. I'm sure they would have made it right if I would have said something.
I did specify the ranchero beans versus the refried beans for the fajitas and they came out refried. But that's not a deal-breaker. I've been to gallos A few times before and they make excellent margaritas too. not this trip but on a previous trip I ordered the taquitos and they gave me the flautas instead only problem with this is that I'm allergic to gluten so I was not able to eat that. They tried to make it right and sent out another plate of flautas 😂"
14064,Not impressed anymore
14065,Have been going to Koots since I turned 21!
14066,Quick and easy place to pump gas! Convenient location!
14067,Love the atmosphere and the food is great. Definite must for place to eat.
14068,"Small portions, its ok but expensive. I guess not bad for airport food. Meat kinda tastes old too."
14069,Bradley did an excellent job in showing and sharing why the rotors needed replacing.  My parents appreciated Kendall being able to work the vehicle in before a 4 hour trip home.
14070,Very nice since the remodel. Staff is very friendly and let me order even though it was technically a minute past closing time.
14071,Its ok
14072,Good neighborhood bar
14073,Flavor blast is awesome
14074,"We had a great time at Garcia's Cantina & Cafe. The food was good - I loved the Fajitas, and while I wasn't as huge on the pollo fundido, my wife loved it, so I'm chalking that one up to personal tastes. The atmosphere was very upbeat/lively, and lighting to match, and service was great. We were very surprised by how fast our food came out, and the employees were a lot of fun."
14075,Great food!
14076,"Pleasant people with great options for games too! Pool, darts and bowling!"
14077,You Re taken into the world gold mining.  Great.
14078,One of my favorite restaurants in Soldotna. The food is fairly priced and delicious!
14079,Great inventory and nice people. Great place to shop.....
14080,Don't miss it
14081,"Love the fish and chips, ate here 3 times in a weekend!"
14082,I stopped in for a pedicure and I don't think I'll ever go anywhere else now. Thuy (Twee) went above and beyond. I have never had such a thorough pedicure done before. I got a lavender jelly pedicure with french tips and she removed callouses from my feet that have been there for years. My legs are tingling an hour later and I feel so refreshed. I am definitely going to be a routine customer!
14083,Yummy
14084,"Good brunch and drinks,  will be back"
14085,Best view to enjoy while you are in Anchorage. A must see spot while visiting Anchorage. Getting there can be a little tricky.
14086,Delicious food and great service
14087,This is definitely a great place to shop. Good fresh produce. My leg of lamb was buttery soft when I cooked it.
14088,Too crazy  98% self check out lines to small of a store for dat
14089,LARGE MOZZ
14090,Both storefronts I've visited have been amazing
14091,Got no fish!
14092,sold me wrong parts
14093,Fast service
14094,Literally my favorite place in anchorage! They make you feel like family.
14095,Always a favorite where we take visitors.
14096,A large selection of beautiful home furniture and decor makes this place invaluable for someone looking for furnishing their home or apartment. However the general layout and salespeople make a trip here confusing and a tad frustrating.
14097,Kinda spendy for what you get.
14098,The beer is cold  and its not over priced.
14099,Great place for the sportsman
14100,Not very good pizza and the menu or pizza items never change
14101,Never fails.
14102,"(Translated by Google) The heart of downtown Anchorage

(Original)
앵커리지 다운타운의 중심"
14103,Highly recommended awesome people work there my pets have always been very relaxed there and they're reasonably priced
14104,"Well, they use to have a wonderful selection of vehicles until they crushed, 95%."
14105,Expensive for a car wash.
14106,"Taste is grear, service is friendly but slow. Hell of a peice tag!"
14107,The gluten-free food was delicious!  The staff excellent and knowledgeable about their menu options.  We will be back many more times.
14108,I always enjoy going here as the staff is excellent and are always ready to serve and please your every whim. Food is served hot and delicious while colder plates are fresh and served well.
14109,The ladies that work here are so nice & friendly
14110,"Incredible views and wildlife, definitely a tourist destination"
14111,Pretty Rundown
14112,Super center Fred Meyer store.
14113,"I enjoyed what I had, but it wasn't what I went there to eat."
14114,"This place is legit. Smells fishy inside but the food is awesome. Best bulgogi in town. Fried rice is great. They usually only have one waitress so yea..but, great food."
14115,Loved the ride!
14116,"I haven't even had the luxury of going here yet. I read on some reviews and thought may I will give it a shot. I called them around 2pm and the lady that answered the phone was already rude. No thank you for calling, no hi how are you, none of that. She answered the phone and I said hello how are you she said busy. I said well saying that you guys won't be able to get me done today huh? She said nope. I said can I make an appointment for tomorrow, she said be here by 10mm and we may get you in. They don't open till noon. Horrible customer service right off the bat. Only leads me to believe the service is not so great either."
14117,Most bang for your buck. And delicious
14118,"(Translated by Google) Good but a little expensive

(Original)
Bien mais un peu cher"
14119,"THEY RECENTLY MOVED ALL THE AISLES AROUND, SO IF YOU HAD THEM MEMORIZED FOR A QUICK IN AND OUT TRIP, DREAM ON.  MOST OF THE STAFF IS HELPFUL THERE IS ONE IN PARTICULAR, MARLENA BAVILLA, IF SHE IS THERE GO TO HER LINE SHE'S AWESOME.
NEW MANAGER, NOT AS GREAT AS THE OLD ONE...TRACY."
14120,They were busy when I showed up but very helpful a d friendly
14121,Best pizza in Eagle River
14122,Caring & friendly
14123,Excellent service and delicious meals. Timely meal arrival. The ladies today were very professional. To hell with fast food eat here.
14124,Lots of items. Well stocked convenient store. Friendly personnel and clean ladies room.
14125,Always easy to work with
14126,Owner is awesome. Provided lots of free samples. Everything was fresh and delicious.
14127,Food and service was excellent.
14128,"Some very tasty foods, Specials board every day, Taco Tuesdays, plenty of options in a we'll staffed and clean environment."
14129,Love their Philly but it was sloppy and the presentation wasn't all that.
14130,Nice large park
14131,Great pizza and beer downtown.
14132,Great good and great service!
14133,They will price match with Amazon. Not too bad.
14134,"Bought tickets online, walked right in. Long line at the concessions. Clean theater, reclining seats."
14135,Beautiful place on the river!
14136,"Very good selection, esp. when it comes to GF beers, lots more variety then any place else."
14137,"Horrible manager ... Very rude ... Wouldn't allow me and my girlfriend to sit outside because the porch is an ""extension of the bar"" meanwhile there is little kids running around everywhere ..... She continued to chew out her staff for not immediately checking our IDs as soon as we walked through the door.... They won't even serve me a beer because my woman isn't 21 yet .... How the heck am i not allowed to drink a beer at dinner because she isnt 21 yet ... Won't come back ... Server was nice"
14138,Lots of international food items
14139,"Not bad prices, hate the parking lot and overcrowded feeling of the place personally."
14140,Sadly rain had covered snow making it icy and we were unable to walk the trail.
14141,It really is great pizza for this style of hot and ready.  Really nice service staff at this location too.  Refreshing to be treated professionally at a take out pizza place.
14142,Did not know this was part of the Best Western...super cute but simple.  Food was delicious and pricing was fair
14143,The chef did excellent job. Liked the ground pepper joke..
14144,Superb
14145,Give yourself 2 hours for time in the visitors center recommend 2 hours in afternoon or evening for the horseshoe lake trail where and when the beavers are active
14146,"People who were behind me in line received their drinks before me. I didn't feel welcomed. Drink was good though, I purchased the pink drink."
14147,Nice
14148,Clean and friendly environment. Knowledgeable staff. Excellent selection of retail.
14149,The games were decent.
14150,"This is the place to go, even if you're not drinking. Staff is friendly and people watching is never boring."
14151,Monster car wash!!!! Great job!!! 😁😁😁
14152,"Do you like donuts? That was rhetorical, of course you do!! Best donuts in town, delicious!"
14153,Always fresh and delicious!  We love it!
14154,All the bulk items you could want
14155,Friendly staff. Good food. Reasonable prices.
14156,Teddy loves getting groomed at Chelsea's! Snarls and all they make him look fabulous.
14157,I have everything you need
14158,"If your a race fan drag or circuit, this is the place in AK to go! Great facility, well kept and there is close concessions."
14159,"good food and good service even though very busy, courteous service and even though it was busy(real busy) our wait wasn't long at all."
14160,"Burgers were great as always, but $12 for a side salad made out of leaf lettuce is a little disappointing.  I now know."
14161,They did a wounderful job ! Thank you
14162,Fun local place. Lots of options. Sushi was good.  Would return.
14163,Slow service in the restaurant but there are lots of fun games for the kids.
14164,"Fun experience, great view and friendly staff"
14165,"Kids love this place! Always friendly, great products!"
14166,Great place....good service. Please of TVs.
14167,"Overall, very good! Great food and bar! Rooms are nice and clean but either musty or old stale cigarette smell is present."
14168,The guys at University Chevron always take good care of me and my car.  They're great at what they do!
14169,clean great service good food
14170,Friendly people and great food!
14171,"Great customer service, very polite and friendly. Speedy process from start to finish.   This location is so clean, I thought it was new. Staff said they spent a lot of time cleanong to make sure this place stays clean. Best thing to hear from a restaurant."
14172,Great friendly staff amazing display and options always helpful and happy
14173,"Great place to be, foods wonderfully filling!"
14174,Please don't go out of business! 🙏
14175,Yummy
14176,The Al Pastor tacos are legit. Eat here.
14177,Loved it! There are so many cool cars from a time of forgotten auto history! This is a must see during a visit to Fairbanks.
14178,Lots of food for good price
14179,Not sure if I just love of mall or I just love shopping! 🤣
14180,Great food!
14181,"This place has A LOT of everything.  If you need it, they probably have it.  I think it's a great place for Alaska visitors to get clothing and equipment for their Alaska adventures that they don't use or want at home.  You can buy a rain coat, a warm coat, a warm hat, sleeping bags, clam shovels, treking poles, even fishing rods (if you know what you're looking for) and use them for your vacation and return them to the Bargain Basement when you leave.  They don't really buy most used stuff but they would take it off your hands. The prices are fair and the shopping trip is an entertaining diversion on a rainy day."
14182,Good
14183,"Everyone was super nice, the staff is professional, and I got a great referral from here. I had a particularly hard case that I feel like could have been stopped early. It felt like they took on the case and didn't know when to quit, which is great, but the job didn't get done here in the long run. Follow ups were great. Dr. Ohsie and Dr. Abosede were both really good."
14184,Great
14185,"We got our food to go and it traveled well. The lemon cookie was a bit disappointing, not much lemon flavor. But all of the savory dishes were great. We ordered an Italian beef, gravy on the side, a chicken sandwich with bacon (very generous with the bacon), and an order of chili fries. The service was very quick and extraordinarily friendly."
14186,Did not honor reservation.
14187,Had a GREAT time . I would go again in a heartbeat
14188,Lots of room for dogs. It's also fenced
14189,Always nicr
14190,They were fast and decently priced!
14191,This particular Walmart supercenter has great customer service. I needed to do a return and the process was so easy even though I lost my receipt. Awesome service!
14192,Great texmex
14193,"Some good deals, shop your sales."
14194,Very good food
14195,The staff in the body shop office were extremely friendly and very professional. I was kept up-to-date on the progress of my vehicle and it was done in a very timely manner.
14196,"Honestly, I hate being so much. BUT.  First time I went here for an audio harness/connector kit for an Explorer.   They didn't try very hard to find the guy who knew what I was talking about and left me there alone trying to figure it out myself.   I left crying soooooo frustrated.   I learned I could hard wire it and got some knowledge in the end.  The second time I went guy showing me laptops said ""I'll be right back!"" I looked around for 20 minutes and he was talking to someone else so I found me another guy.  He said there were no laptops that had 365 already installed so I went and got the label out of the display and showed him.  And asked again how well it preformed because it wasn't a Call brand.  More a Well.  If you get my reference."
14197,Nice park by the library
14198,Great store for outdoor gear!
14199,Love this place. Great bread and great sandwhiches
14200,"This is a great hike! The trail to get to the glacier isn’t bad at all and I’ve seen folks in all different physical conditions make it there (it’s about 50 minutes round-trip). There’s a wheelchair accessible portion of the trail that gets you to a viewpoint of the glacier, which I believe is one of the few in the Seward area. The drive in to get to the trailhead is beautiful and there are signs on the drive and on the trail showing years indicating where the glacier was at that particular year. The trail breaks off into the Harding Icefield Trail, which is a bit of a doozy. It’s on our “to-do” list, but just making it to Marmot Meadows (Stop 1 of 3 on that trail) was pretty exhausting. Rangers walk up to that point and do guides tours as well, which is nice.  Definitely worth checking out if you’re in the area!

Note: The road into the park is closed to cars during the winter. You could walk on the road, but it’s too long of a journey on foot unless you just want to get to the first pull-out/viewing area."
14201,Nice  place
14202,Was ok long wait (we didn't have reservations) food is good prices are a little steep. Overall good.
14203,Worth the trip.  Take some time to explore tide pools and the surrounding forest.
14204,Great fun space for kids
14205,"Friendly staff, clean establishment!  The food is tasty and get a lot of food for your buck."
14206,"This is one of our favorite dispensaries.  They have great deals, and all the ladies there are super friendly and very knowledgeable."
14207,"Edit: Horrible customer service too, dealing with them through emails is horrible. I hope you never have a problem with your order and have to deal with Corporate, they just dont care about customers, even the local Hardrock management.

Wasn't my favorite. Asked for no Tomatoes in the nachos and the beans that we're on it included tomatoes. Informed the waiter he might want to know that. Grilled chicken on the nachos we're ice cold not sure if that is normal?? Wasn't very appealing at all, burnt chips, cold chicken horrible flavor."
14208,always helpful and friendly
14209,Love shopping here. Great varieties and the staff is super friendly and helpful
14210,I love watching the plane lights on the water at night
14211,Always friendly and have what your looking for
14212,Amazing customer service. Food was amazing and soo delicious. Try the plum wine also if you ever stop here.
14213,"This has to be the very best place ""EVER"" that Robert & I have had breakfast! Delicious Home Cooking! You feel like you are sitting at your Grandparents kitchen table!"
14214,Better than Walmart
14215,Great food friendly staff clean and fast
14216,Always an amazing time!!!  Love this place!!!
14217,Plenty of options and a helpful staff. It helps to use the home depot app ahead of time to ensure the product is in stock. Most local stores have the app and it's a great idea to save time and money to install it today.
14218,If we need something in the Cooper landing area this is the stop
14219,This is ok as in average as most shopping centers are.
14220,Suzy is so amazing and is the nicest person you could ever meet. Great prices and convenient location.
14221,Best self service carwash in anchorage.
14222,I love it
14223,"The actual Service and answering questions were good but the organization was poor. Between my appointment time and the time I was seen, the clinic was over two hours late. Telemedicine Was a nice option but it was unclear how that was going to work."
14224,"RUDE. I called to check on an estimate after waiting for awhile because they hadn't given one the first time I called. The woman snapped at me that the driver was in the area and when I asked if I could have an actual estimate in mintues she yelled  ""I DON'T KNOW HE'S IN THE AREA!"" Wont be using checker cab on my way home..."
14225,Get groceries and stuff here
14226,"Enjoyed our stay like we always do! And I love the salt water pool, though it was a bit cooler then normal."
