0,Primary Label,Secondary Label,Tertiary Label,Explanation
Very friendly waiter and quick service,Customer Service,,,
"Love the fish and chips, ate here 3 times in a weekend!",Taste,Experience,,
Washed car,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"(Translated by Google) Yes

(Original)
Ya",Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Good sandwiches.,Quality,,,
"We have 3 year old twins and it was a great hike, not too long or challenging for their little legs. It's also beautiful and we'll go again.",Taste,,None,
Boreman has been my mechanic for 15-20 years and he's the best man I know and treats me like family!,Restaurant,,None,
"Helpful staff, resources available",Taste,,,
"Really like this store. Great customer service: I was looking for leg gaiters and called on phone. When I called, the shoe guy went to check that they had them. They did; and when I got there he took me to the area. They had choices in several price ranges. Fabulous. I also liked the Bulletin Board with all the fishing holes, what type of fish, and whether they were open. We'll be back. SW is really more of a  4.5 than a 4.0.",Taste,Customer Service,,
Clean store with unique merchandise,Cleanliness,,,
Worst haircut I've received there. After many years I received a bad cut. Waaaaay to short. I spent 20 years in the service.  The haircut I received on the 19 of Jan was shorter than the cuts while I was in the service..,Customer Service,,None,
Great food and atmosphere.,Taste,,,
The Mongolian beef was so tender. It's nothing like the other places with the fake Mongolian beef!,Location,,None,
"Good precautions during this whole covid thing, was one guy not wearing a make while taking to the kitchen.",Quality,,None,
Very professional. Prices were fare.,Price,,,
LOVE IT!!,Taste,,,
So beautiful,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Great burgers!,Taste,,,
Love getting my comic books from Bosco 's and they they have people that are well versed in them,Taste,,None,
Loved it,Taste,,,
Very nice patient staff a very large quantity and options of gifts to get souvenirs or even if you just live in the local area super cool,Location,Customer Service,,
Paid $60 and played well over 2 hours,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Riding the tram has its ups and downs. Neat way to go for a unique dinning experience.,Restaurant,Experience,,
Great place attentive assistance,Taste,,,
Great service great food. Something for everyone with no worries. First time and will definitely return. Guests and staff are very friendly. Thank you Josh.,Taste,Customer Service,,
Shittiest bar in Anchorage the bouncers don't know their head from their asses I was denied access from apparently being too intoxicated when I just got off work 20 minutes earlier do not recommend and I'm never going there again.,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
It's small but a nice place,Location,,,
Had the pizza. Was okay. Service was a little to be desired. She was a little scatterbrained. Would eat there again and get something else. The biew is beautiful!!!! Right on the harbour.,Restaurant,Customer Service,,
Slowest drive thru I have ever been in.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Always cold food,Restaurant,,,
Decent place for a movie,Location,,,
Good food. Reasonably priced. Excellent hot sauce collection.,Quality,,,
"Love this place! It just opened for the season. A good place to spend a day walking around enjoying the weather and and ""window shopping"" for that special or unique gift. It has an awry of items. I love the Local Artists that bring their talents to display and show their work for us to enjoy. O' and let's not forget the FOOD! Many varieties that show our diversity here in Alaska. YUMMY!!",Taste,Experience,,
Consistent and love the pick up portal!,Taste,,,
Went through on a cruise ship.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Nice place trails all around here in Valdez.,Location,,,
Quick service and their Yum Noer is excellent.,Quality,,,
All time favorite place to take my wife.,Location,,,
"Wonderful panoramic view from above the  landing of the great Mendenhall Glacier. Folks ready to answer questions, lots of merchandise and souvenirs to take back home! Bling Blinky of TEXAS Shout Out: Be sure and buy postcards to mail to your family and friends!",Taste,,None,
I really appreciate that they allow the public to use the track upstairs for walking. It's a good place to get some exercise when it is cold outside.,Quality,,None,
Awesome little inlet. Great views. Dangerous Tides! Check the signs!,Taste,,,
"Caring loving vets , low income vaccinations on certain days. Call to see when next clinic is :)",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Great movie going experiences, but food and beverage pricing is higher than warranted",Taste,Experience,,
Nice spot for a drink. Kinda expensive,Price,,,
Fun time,Experience,,,
Too expensive for what you get...,Price,,,
"Good food, but prefer less salt & oil. They will accommodate if asked politely.",Quality,,None,
Grandkids love it,Taste,,,
Is just Domino's so yeah i like it :3,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
I love this restaurant because you can eat breakfast all day and serve very good food.,Taste,Convenience,,
Very crowded but still great service,Taste,,,
Greatest small town hardware shop. They have a little of everything.,Taste,,None,
Food delivery was a little slow. Not all of the Food was hot when delivered to my table. Order was taken pretty quickly though.,Restaurant,,None,
Always have what you need or at least know where to get it for you .,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Good food,Quality,,,
Delicious homemade burgers with special sauce and homemade french fries. Love this old time restaurant!,Taste,Experience,,
"We really enjoyed sitting in the beer garden and would love to come back and take advantage of some of the games (darts, horseshoes, cornhole) out there. We'd also like to come for dinner and not just a beer. My favorite part was that the dog could come into the beer garden with us.",Taste,Experience,,
"Well i must say going to get dental work done use to have a certain fear behind it, until today! My 1st time here at bty dental and it was a completly awesome experience. As soon as we walked in all of the people up front stood up and welcomed us to the office. Good start, every pleasent! Genesis helped us with our paper work. She was every nice and explained to us everything we needed to know as well as answering all of our questions. Dr. Man and his assistant Kim proformed my procedures. They are ever nice and professional. They made sure i was comfortable thru out my time i spent with them. I had and extraction and fills. I did NOT feel a thing! It was an overall great experience at bty! Thank you all for your great service!",Taste,Customer Service,,
Great staff!,Taste,,,
Service was great food was delicious and the best part was the blueberry barbecue sauce.,Taste,Customer Service,,
Make America fat again! Highly recommend,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Temperate rain forest, very green.",Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Only wish they delivered.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
$9.00 a pack of smokes cheap for in anchorage,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Delicious food. Have visited and gotten pickup. Food has been great every time.  Welcoming atmosphere. Table or bar are equally great.  Chefs have lots of flair for those at bar.  Remember to drop a tip in the jar for cheer.,Taste,Ambiance,,
"Great vehicles, great service!!!!!!",Taste,,,
"Its alright. Nice selection of beers. I had an amber and it wasn't forgettable.  Go with friends. Its kind of dull if you're there on your own. Although, they were grilling pizzas outside as i left. That could have been cool.",Variety,,None,
"They have great clothes, especially jeans, at great prices. There's usually a sale going on as well.",Taste,Price,,
An excellent place to go home and go shopping for all sorts of items,Quality,,None,
I love the books good company,Taste,,,
Awesome,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"I love this church! Down to earth,  come as you are, no fancy clothes needed. The pastor is animated and speaks from the Bible. God has certainly blessed me with a church family that cares for me outside of services too.",Taste,Customer Service,,
The best...,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
They don't have a place inside of the private bathroom so you can change your baby you have to bring your baby girl into the men's bathroom and change her in there I really don't like that,Location,,None,
An Anchorage favorite.  The buffet is yummy and fast,Convenience,,,
They never have enough cash registers open. Be prepared to stand in line for a minimum of 10 minutes.,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Lots of info.  Very knowledgeable staff.,Customer Service,,,
"I have only ever gone there to use the small sled Hill to the left of the lodge. Can't speak to the actual ski hill. It was a great place to stop out for an hour or so and sled with the kids. They didn't have The ski hill open when I went, so they were very low staffed and didn't have much to offer inside the lodge. After sledding we enjoyed some hot cocoa in the lodge and watched the sunset. Pretty good time.",Taste,Customer Service,,
Some times it can be way over crowded,Experience,,,
You guys have stepped up your service which saves me time. Much obliged,Customer Service,Experience,,
The food here was amazing! We ordered the pork and we’re so glad we did.  The flavor was incredible.  The views of the city are really pretty as well.  We also enjoyed their warm rolls and other dishes.,Taste,Experience,,
The best burgers in Alaska!,Taste,,,
"Large storage facility, one of the most advanced multi floor facility's in anchorage Alaska if your looking for a safe heated storage unit with elevator access you found it here.",Restaurant,,None,
The associate that helped me may have changed my dog's life! He was suffering from recurring ear infections and I never knew there were OTC solutions that could help prevent them. She helped me pick one out and he's been SO much happier and in less pain since then. I'm incredibly grateful.,Event,,None,
I enjoyed both the company I had at 2 separate times and they were fast and efficient at this place at each time I went*,Location,Convenience,,
"I never shopped there before, but we were in the neighborhood and I really liked it. Not too many people like the other stores. 🤗",Location,,None,
"(Translated by Google) Yuuuuuuummmmmmyyyyyyyyyy

(Original)
Yuuuuuuummmmmmyyyyyyyyyy",Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Top quality work great customer service and satisfaction.,Taste,,,
"Its taco bell, who doesn't know what to expect",Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
One of the best restaurants in fairbanks. ♡,Restaurant,,,
Red bull neon smoothies: two thumbs up!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"True Alaska experience. Spectacular views of the glacier. On way up we & bunch of other people spotted a black bear up in thar hills.   In June it was not that cold, but we were prepared for anything.

Back in June 2013 I had a car issue at the Visitor Center parking lot.  I waited 6 hours for AAA tow service.   A BIG belated thank you and
* * * * * to National Park Ranger J. Carpenetti who twice in same day assisted me.  No cell service anywhere near the visitors center.  Ranger Carpenetti drove me miles toward the main road to call AAA.  Warning - at that time AAA did not cover Exit Glacier area.  So I had to hire my own tow truck in Seward.  Anyway, big Thanks!  Above and Beyond, real Alaska kindness and saved the day.",Location,Customer Service,,
This McDonald's  dose not igsist any more,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Half the staff knows what they are doing,Customer Service,,,
Very friendly staff. Plan on spending a few hours here. Ask before your exam what your plan covers. I was expecting a $20. Co-pay. I didn't know the retina scan was an additional co-pay. I would have skipped it.,Customer Service,,None,
Wash and free vac. Why not?,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Not worth your time although this is probably the only one of their clubs even worth glancing at. The administration of the Alska clubs are a bunch of useless money leeches. DO NOT sign up here, or any Alaska Club for that matter. If you want an actual gym check out planet fitness.",Experience,,None,
"Neat to say hi to Santa, wish they had more of a Toy selection for the kids though. So so so many ornaments though, lots of things for your kids to break so keep them close! This is big tourist trap, not so much for bringing small children too...",Restaurant,Variety,,
"(Translated by Google) Wonderful!!!! Dreamlike landscape. In the season unfortunately overrun.

(Original)
Wundervoll!!!! Traumhafte Landschaft. In der Saison leider überlaufen.",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Best, most informative place on the peninsula. Ask for Maggie, she was super helpful.",Location,Customer Service,,
"Quick, discounts, tasty food",Restaurant,,,
Really nice layout,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Can't wait to see after the renovation,Customer Service,,,
The real deal!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
They usually have a unoccupied storage area to rent.,Location,,,
Always excellent food,Quality,,,
"We had a great time at Garcia's Cantina & Cafe. The food was good - I loved the Fajitas, and while I wasn't as huge on the pollo fundido, my wife loved it, so I'm chalking that one up to personal tastes. The atmosphere was very upbeat/lively, and lighting to match, and service was great. We were very surprised by how fast our food came out, and the employees were a lot of fun.",Taste,Customer Service,,
Typical dealership,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"First time having nails done in Alaska.  The place was clean, nice staff, very helpful when I messed my nails up putting my coat on. They were very nice about fixing my accident.",Location,Customer Service,,
"Cutting it out, downsizing!",Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"This museum is a wonderful addition to the Fairbanks we long to share with tourists.  World-class cars representing so much of the automotive movement that helped propel a gold rush town into the golden heart of Alaska.  The auto collection is extensive and expressive and boldly displayed with period costumes and community spotlights.
All of my guests rave and I keep bring them back for more.",Price,Local,,
Way too pricey for just a pixie cut!! $80 bucks!,Price,,,
"The religious view affect the food none, great customer service great food!",Taste,Customer Service,,
"They are some of the most helpful, knowledgeable, and courteous sales staff I have had the pleasure of meeting. Will definitely be returning.",Customer Service,,None,
Helps people and it's old school,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Ate here for the first time. Decided to order delivery. Took about 45minutes. I ordered the teriyaki chicken with tempura shrimp. No idea it came with all this food! Chicken was cooked perfectly. The sauce is really good. Has chopped onions under the chicken too. We will definitely be ordering here more often,Quality,Experience,,
Bestest place,Location,,,
"Their 'single' scoop is at least SIX scoops of ice cream!  You're invited!  Great, friendly place.",Taste,Customer Service,,
"Good burgers, fast and hot.",Taste,,,
This place is temporary closed a lot and the lady that works the night shift is very rude,Location,,None,
Great prices and selection and free WiFi!,Taste,,,
Pushy salesmen,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Loved my breakfast here. Service is fastvand friendly, and there are plenty of healthy options on the menu. Will continue to grab breakfast here, for sure!",Taste,Customer Service,,
Chowder and halibut are awesome,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Van horn napa is the best napa in town Katie and her crew do their best to get u what u need(right parts) in a timely fashion with a healthy sprinkling of know how(u know what kind).,Experience,,None,
Great people,Taste,,,
They can never keep the bathroom clean...,Cleanliness,,,
"Really awesome theater.  Prices are Juneau and movie prices so don't be surprised.  You won't hear anything from the other theaters which is nice.   It's also pretty clean and you can get your snacks and ticket very quick.

Wish the people here were different though.  If you go when it's really busy people here are loud and obnoxious.  I don't go when it's busy anymore.  Haven't seen it this bad in any other state.",Restaurant,Price,,
"Quaint, cozy, clean, quiet!  Plus the restaurant has at least 1,000 things to choose from - all I've tried were fantastic!",Restaurant,Cleanliness,,
Great service and great food as well.,Taste,,,
"I love the online Deals that McDonald's has. If you don't have the app, you should!",Taste,,None,
Not as many stores here as it used to have but still has enough,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Good service,Quality,,,
So beautiful no words can describe it,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Never a problem with Enterprise. They will also pick you up.,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Beautiful new location,Location,,,
As much as I love going to JOANN'S I don't dare go there often for if I do the bills won't be paid. 😂,Taste,,None,
"Best place to go with consistent day and night time hours, year round, with great food.  Just about everything is good here, from apps and pizza, to wine and dessert. Always have good specials too. The atmosphere and local art is a great addition to the experience as well.",Taste,Ambiance,,
Great food,Taste,,,
"Green tea, it's unique and tasty",Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Should come with popcorn at entrance.😋 Show time!! Good sales right now!,Quality,Experience,,
"The staff are very helpful. The store is clean, and merchandise is easy to find.",Customer Service,Cleanliness,,
Awesome place for a date night! And great food!,Taste,,,
Tasty food and really quick service. They also probably have the cheapest bowl in pho in town,Restaurant,Customer Service,,
Love the historic photo on the wall.,Taste,,,
"Nice place, a little pricey, but the food is worth it",Restaurant,Price,,
I buy feel here and save,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
I am not able to give you a great response regarding the fairbanks animal control shelter and the main reason is that I have paid for my new puppy to get a rabies vaccine and arrange for it to be done during the day of the rabies vaccine clinic to be held at the pioneer Park area of town. I'm sorry to say that we had a emergency in the family and we weren't able to make the event at pioneer Park. When I contacted the animal control shelter and explained to them that I have the receipt for the payment of my animals vaccine and arrange to have her vaccine given later or at the convince of the shelter and I was told that I would not be able to get my money back and I will have to pay for the vaccine again if I want to get the vaccine and tag for my 🐶... They have claimed that they are a 5013c not for profit and yet they are not willing to give me the vaccine for which I have paid for...??,Taste,Event,,
"Good service, very good food and excellent classic guitarist player.",Quality,,,
"Everything is good, but they need a system to find what we're looking for instead of numbers",Quality,,None,
"(Translated by Google) Shopping complex mall .. A complex shopping mall with many other brands such as nearby Wal-Mart and Best Buy.

(Original)
쇼핑 복합몰..인근 월마트와 베스트바이 등 여러 기타 브랜드들도 몰려있는 복합 쇼핑몰...간단한 음식을 머끼에도 좋은곳",Local,,None,
Helpfull staff! I mean cmon they take care of our pets! Heroes,Customer Service,,None,
Always great customer service and affordable merchandise,Taste,,,
"Helpful staff, but sadly couldn't find the two things I needed.",Customer Service,,None,
"Order the Spicy Roast Beef Bomb calzone. 18 bucks, HUGE, and so good.  Makes 2+ meals =)",Taste,,None,
Friendly staff. LOVE the hot chocolate. Such great food! I always come here when I'm craving a burger!,Taste,Customer Service,,
Got my front lights fixed for free,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Really good food! Great atmosphere!,Taste,,,
"Couldn't get in to eat, needed a reservation. But,  swung back by for dessert and it was wonderful.",Restaurant,,None,
Awesome food and great service would recommend to anyone,Taste,,,
Friendly and informative staff,Customer Service,,,
Great food & service!,Taste,,,
Great Sesame Chicken,Taste,,,
Fast food at a reasonable price. My order was finished quickly and accurately. The staff was polite and the ice tea was refreshing.,Restaurant,Customer Service,,
This place is amazing and has so many different products to choose from!!,Location,,None,
Heavy duty part guys on Dowling are fast and efficient.,Convenience,,,
Such cute costumes,Price,,,
Broasted chicken delicious and service was quick and friendly.,Taste,,,
Everyone is super friendly and extremely knowledgeable. They are always there to answer questions and go above and beyond. Rich Smith at the Tudor office has been amazing.,Customer Service,,None,
"Last game store in the Valley! Well spaced and busy, 4 40k tables and two long tables for card games.",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Always has groceries!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Everything is good! So delicious, we always stop here when we're on the road.",Taste,,None,
Closed!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"The long bus ride is the way to go, as are the bikes. You can do hikes at the visitor's center, the Mountain View and the Savage River bus stops for free. They are worth the time.",Experience,,None,
Pricey but excellent food!,Quality,,,
"🎵 Whats on your liiiist todaaayy, yooouulllll find it at Fred Meyer! 🎶",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Food was excellent,Quality,,,
I like its cheep and you find all the products,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Beautiful,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Tire shop,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Had what I needed and staff was helpful.,Customer Service,,,
Best curry in Anchorage.  Super friendly service.,Customer Service,,,
The vet and every single tech truly care,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Pleasant walking through the garden center and the practical household necessary sections. Enjoyable experience. Thanks.,Experience,,None,
I recommend Master Auto they provide good quality auto repair very friendly .,Quality,Customer Service,,
"Hoping to rewrite this later, but was disappointed in the service. My husband had been by the lot and found a vehicle that he wanted me to test drive. He had talked with a salesperson prior to us returning.

When we got there we went to the vehicle we wanted to look at, sat there for a bit and no one came out. That was fine.

My husband went in and was told the salesperson he had spoken with was on the phone. He told the front receptionist that we would be waiting outside next to the vehicle when the salesperson became available.

While we waited he texted the salesperson and didn't get a reply. After approximately 30 minutes of waiting we left.

As soon as we pulled out of the parking lot the salesperson called. According to him the message about us waiting wasn't passed on to him. I had the same reason used by another salesperson when I had previously been inquiring about a vehicle on the lot.

Not sure if it's being used as an excuse or the reception isn't doing their job, either way service was lacking.",Customer Service,,None,
"They do have some angels that work at this place. Covid makes life difficult with some of the schedule and hours. Thank you for making some miracles happen.

Ps. Can you just update your automated recordings it says you close at 6:00 p.m. due to covid we don't visit the clinic as often. So not everybody knows the new schedule for Chief Andrew Isaac.
You guys keep fighting the good fight. highly educated crew you guys got I sure do appreciate you guys.",Quality,,None,
Good food nice folks,Quality,,,
"The coffee is some of the worst I've had (think Dunkin Donuts at the end of the day), the service had an attitude, the food is middling at best, and the seating is extremely cramped. I would strongly suggest looking elsewhere (there are plenty of other options nearby).",Restaurant,Customer Service,,
Food is overpriced for even Alaska seasonal restaurants. The halibut was overcooked.,Restaurant,Price,,
"Good food, decent price range, friendly and attentive staff, needed a special order and they were able to handle it easily and without a fuss.",Quality,Customer Service,,
The only place for pig chow!,Location,,,
Our favorite sushi place in town. Creative plates and delicious food.,Taste,,None,
We toasted Grandpa and Grandma's regular hang out. Played pool and had a nice time.,Experience,,None,
"Pleasantly surprised the selection and fair prices, given the remoteness of this tourist laden town (summer may 15 - Sept. 15)... Friendly staff",Customer Service,Price,,
The food was excellent. My wife had the Alaskan cod fish and chips and I had the crab roll. Portions are HUGE. They had live music (Friday Night) and we got there in time to get a good table. The waiter was a bit rude but got better as we ordered more drinks.,Taste,Customer Service,,
"Nice, peaceful",Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
It's like family!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Absolutely amazing. The customer service lady is amazing, I think her name was Kristi or something. But she was extremely helpful an knowledgeable an pointed me in the right direction.",Customer Service,,None,
"Lots of inventory,  helpful, friendly staff.",Customer Service,,,
The sausage McMuffin was good. This place is pretty much your standard McDonald's,Quality,,None,
Poor staff,Customer Service,,,
"They booked more people then they could handle , didn't have food ready , ran out of seats , space .  Had to get lawn furniture for chairs .
Couldn't tell you about food because we left",Restaurant,,None,
This was a fun tour. Shane Mary Lou and Gail did a fantastic job keep us entertained. The views at the stops were perfect!,Experience,,None,
Great place to waste few hours on the mountain.,Taste,,,
"I tried their mango and habenero smoothie - wow, what a great spicy kick! Very comfy place with good food, excellent coffee and great service.",Taste,Customer Service,,
Excellent voluntary establishment.,Quality,,,
"Max at Happy Camper is the best. Happy Camper installed a generator for my 5th wheel, great work. I was so pleased that I have taken my rig back for a slide out repair. No worries here.",Taste,,None,
Aside from an experience where they let a 3rd party set up a booth to get my information for a sweepstakes in the theater (turned out to be a massive scam for a timeshare!!!) I've always had a great time here.,Taste,Experience,,
"The food and the service is always excellent, it's my favorite restaurant in town.",Quality,Customer Service,,
Clean well stocked store..,Cleanliness,,,
Pretty place,Location,,,
I am originally from Atlanta Georgia where we have Steak and Shake. These are equivalently yummy 2 those burgers which I absolutely think are the best!  Smashburger is my new favorite burger joint in Anchorage by a long shot. We received good service and the food was fabulous. Please bring a Smashburger to the Kenai Peninsula!,Taste,Customer Service,,
Good steak and reasonably priced drinks. Decor could use an update.,Quality,Price,,
Great customer service friendly staff and helpful,Taste,,,
One of my favorite places to shop!,Location,,,
Good job just pricey,Quality,,,
Nice,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Costco brand,Price,,,
Cheap food an it taste like cheap food .,Taste,,,
Nice store nice furniture,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Beautiful and wonderful,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"My breakfast croissant was on point. My slushy was to die for, and so was my husbands. Our server was super sweet and had our food out within seconds of the screen saying it was on it's way.",Taste,Convenience,,
Fantastic ice cream and friendly staff. A tiny bit slow and very expensive for a college town store.,Customer Service,Price,,
Need more items on there menu,Variety,,,
Amazing customer service and phenomenal products!!!,Customer Service,,,
Very large selection of all types of alcohol.,Variety,,,
"Friendly staff, good selection of board games!",Quality,,,
This is one of the best dispensaries in Anchorage their deals and staff are on point!,Customer Service,,None,
"Amazing collection of Flora and fsuna in a primative island setting, only by boat",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Helpful staff, great prices, amazing selection. If you need sport stuff come here first.",Taste,Customer Service,,
"Probably one of the worst Burger Kings I have been to. Walked in, there was no one at the counter, I see 7 employees in the back. I place my order then wait almost 15 minutes before my order is up. I look in the back and employees are just standing around.
I start to eat and find that both the fries and the onion rings are stale. I take both back and get a fresh batch, but something was wrong with the rings. My guess is that they haven't changed the oil recently. They were so bad that I didn't eat them.",Taste,Customer Service,,
"Nice clean store, friendly employees. Had my order correct and ready to go no hassles!",Customer Service,Cleanliness,,
Hands down the best Prime Rib all ways busy.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"No toilet for customers?!
Not very family friendly in my opinion. You have to wait for someone with a key to show up while your kid pees on themselves. And to top it off, no changing table in the bathroom where they take you. So good luck if you have a baby with a diaper blow up while you're doing groceries with children",Quality,Customer Service,,
They have just about everything you need. Just pre-stage your mind about the prices and you will enjoy the visit.,Price,Experience,,
Just visit,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Has Imax theaters expensive food and a coin arcade,Restaurant,,,
"I waited literally 1/2 hour in the drive thru I watched my dash cam to make sure, I spent over 15 mins at window #2 waiting for my food, worst McDonald's experience I have ever had.",Restaurant,Customer Service,,
Amazing food and great staff.,Taste,,,
Loved the food,Taste,,,
Good people in service department,Quality,,,
"Beautiful place, lots of birds and wildlife, can drive onto beach, people in and out at all hours.",Location,,None,
"Its panda express,  fast & good.",Quality,,,
Gas. Food rx,Restaurant,,,
Always have to double check orders because something is always wrong with orders.,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Good selection of Spanish wine. The steak and appetizers were awesome.,Quality,Variety,,
I love this place! The staff are very nice & helpful.,Taste,Customer Service,,
It takes way too long to get an appointment and you can't get in there unless you have an appointment it's very frustrating,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Great beer choices. High prices,Taste,,,
Love their mango salad dressing!!!!,Taste,,,
"Fast and friendly, plus delicious",Taste,,,
Haven't actually spent time in this park but have ridden by it plenty of times on bike. I would recommend accessing it by the South trail if you are on foot or bike. Has a little pond and huge areas with a couple established soccer fields. Nice park.,Location,Experience,,
"Even when all tables plus seats at the bar are filled you can expect to get the friendliest customer service and fastest wait times. The menu is moderately priced. Definitely try some of the yummy appetizers, like my favorite, Loaded Tots. And if you think you have a drink these bartenders never heard of, I bet u don't.",Restaurant,Customer Service,,
"coming from the valley there's no reason to, unless you're getting bacon and dog food otherwise just go to three bears not much cheaper, you save yourself the trip into Anchorage unless you're feeding the family at 10 there's really nothing you're going to get in Anchorage Costco that you can't get at three bears plus you save yourself the membership fee.",Restaurant,Price,,
Ok Subway. They put the bare minimum of everything on the sandwiches and into their work.,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
The food was good! And it was fun to get out of the house.,Quality,Experience,,
Decent food and nice portions. Waitress was very polite!,Restaurant,,,
Amazing coffee and food.,Restaurant,,,
"Best hotel in kodiak, clean rooms, friendly staff great location",Taste,,,
Love it.,Taste,,,
Best Mecican food in Fairbanks and good prices.,Quality,,,
"The milk shake was really good! The food was was not the best I ever had,  but it was not bad. It was a busy place and the waitress apologized for having slower service.  Not ranking  as a favorite food place. It a place I would eat again.",Quality,Customer Service,,
"Small spot, but great food and friendly staff.",Taste,,,
"Took considerable time to be approached by a salesperson.  However, service was helpful.",Customer Service,Experience,,
Bought a pastrami sub sandwich was awesome,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Basic consumer/merchandiser mall nothing fancy,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Fast service,Customer Service,,,
Kinsey GREAT bartender.,Taste,,,
Great spot to see denali.,Taste,,,
Ok place,Location,,,
The best place for bread and vegetables.,Location,,,
I've never had a crepe before this and I have to say this place was amazing the staff was so down to earth and talkative and the crepes were absolutely delicious I was not dissatisfied one bit I highly recommend this wonderful place,Taste,Customer Service,,
Stopped by for coffee but ended up eating their delicious maclaren pie with homemade ice cream. Great service and friendly owner.,Taste,Customer Service,,
"Super service by the people at Grant. Pilots and front counter people go the extra distance to help accommodate travels, they even hold flights for their if they can. They have worked with me to help in more than 1 instance. The only way to fly is Grant.",Customer Service,,None,
Unique flavors.  Kids love it.,Taste,,,
